Date,bond10,bond10pct,bond10std,bond5,bond5pct,bond5std,bond3,bond3pct,bond3std,commodity,commoditypct,commoditystd,SP500,SP500pct,SP500std,VIX,VIXpct,VIXstd,log_SP500,log_return_SP500,log_VIX,log_return_VIX,log_commodity,log_return_commodity,yield_diff
2021-12-19,1.493,0.0607,0.08626194,1.2434,0.0553,0.056884116,0.071,0.3922,0.005437524,558.3459,0.0334,24.91248503,4725.78,0.0228,81.39865314,17.959999,-0.167362123,5.3943341810000005,8.460787905668823,-0.00851251879662307,2.888147007194765,0.042075566267191,6.324978662800454,-0.005063937853384992,1.4220000000000002
2021-12-12,1.4069999999999998,-0.0505,0.084109453,1.1782,-0.0549,0.068073458,0.051,-0.1905,0.005437524,540.2867,-0.0074,23.58486414,4620.64,-0.0194,108.05230929999999,21.57,0.154093036,5.488397614,8.438288502620177,-0.022499403048646727,3.071303460401065,0.18315645320630036,6.292099924592943,-0.032878738207511304,1.3559999999999999
2021-12-05,1.482,0.0926,0.08530136099999999,1.2467,0.0936,0.093674806,0.063,0.1887,0.0063560990000000005,544.3262,0.0365,22.21195925,4712.02,0.0382,122.2200963,18.690001000000002,-0.390609684,5.460665165,8.457871969804588,0.019583467184411063,2.927988674972018,-0.1433147854290473,6.29954869950124,0.0074487749082967625,1.419
2021-11-28,1.3559999999999999,-0.0845,0.06745830000000001,1.14,-0.0251,0.10982598800000001,0.053,0.0,0.008099383,525.1532,-0.0274,17.56115699,4538.43,-0.0122,126.4485483,30.67,0.071628195,5.472054537000001,8.420336416249633,-0.03753555355495486,3.4232849781261603,0.4952963031541424,6.263690029547315,-0.035858669953924505,1.303
2021-11-21,1.482,-0.0428,0.08596181300000001,1.1693,-0.0439,0.132685628,0.053,0.0392,0.008723531,539.9278,-0.048,17.78493643,4594.62,-0.022000000000000002,130.3595878,28.620001000000002,0.597990006,3.9215092080000002,8.432641332784652,0.012304916535018862,3.3541058090689053,-0.06917916905725496,6.29143542691548,0.027745397368164504,1.429
2021-11-14,1.548,-0.013999999999999999,0.102440443,1.2229999999999999,-0.0037,0.146081919,0.051,-0.0377,0.008656404,567.1327,-0.0216,22.0432049,4697.96,0.0032,118.2594904,17.91,0.099447446,1.974436453,8.454883650921223,0.022242318136571626,2.8853592160726205,-0.46874659299628485,6.34059331514565,0.04915788823017042,1.497
2021-11-07,1.57,0.0791,0.113298034,1.2276,0.1631,0.15002369,0.053,0.1522,0.008451824,579.6247,-0.0011,24.49017709,4682.85,-0.0031,102.4098821,16.290001,-0.011529066000000001,2.226582839,8.451662177921026,-0.0032214730001971503,2.790551484001306,-0.09480773207131454,6.362380825135472,0.021787509989821707,1.5170000000000001
2021-10-31,1.455,-0.068,0.125348625,1.0555,-0.1091,0.160084922,0.046,-0.2069,0.008656404,580.2639,-0.0135,26.0321965,4697.53,0.02,74.56568118,16.48,0.013530135,2.216559991,8.45479211764296,0.003129939721933539,2.8021475244813256,0.01159604048001972,6.363483000059353,0.001102174923881094,1.409
2021-10-24,1.561,-0.0469,0.136065711,1.1848,-0.0132,0.1504922,0.057999999999999996,-0.0492,0.008116513,588.2094,-0.0031,30.78806602,4605.38,0.0133,59.49992773,16.26,0.053791316,2.22370604,8.434980464285987,-0.01981165335697277,2.7887081041196646,-0.013439420361661014,6.377083006951058,0.013600006891705263,1.503
2021-10-17,1.6380000000000001,0.0406,0.122536344,1.2006,0.0682,0.123271165,0.061,0.2708,0.006896859,590.0573,-0.0028,28.05787646,4544.9,0.0164,51.74630164,15.43,-0.053374175,2.1391228019999997,8.421761004169307,-0.013219460116680182,2.7363136663750693,-0.05239443774459529,6.380219650828123,0.0031366438770650262,1.5770000000000002
2021-10-10,1.574,-0.0236,0.10841714699999999,1.1239,0.064,0.095446516,0.048,-0.0588,0.0070427269999999995,591.7259,0.0257,22.76835211,4471.37,0.0182,51.47940241,16.299999,-0.131593021,2.136203727,8.405450128345604,-0.016310875823702276,2.7911650464630213,0.054851380087951984,6.383043520906523,0.0028238700783997928,1.526
2021-10-03,1.6119999999999999,0.1002,0.077616507,1.0563,0.1363,0.076809247,0.051,0.3421,0.006871034,576.8771,0.0266,17.95751466,4391.36,0.0079,51.00983113,18.77,-0.11042654,2.1518788509999998,8.387394253081268,-0.018055875264336052,2.9322598505984176,0.14109480413539632,6.3576292455538495,-0.0254142753526736,1.561
2021-09-26,1.465,0.0085,0.06331271599999999,0.9296,-0.0199,0.071841613,0.038,0.0857,0.006380526,561.9096,0.0222,14.7340071,4357.05,-0.0221,42.22094609,21.1,0.188732394,2.1437219219999997,8.379550501837688,-0.007843751243580499,3.0492730404820207,0.1170131898836031,6.331340982862757,-0.02628826269109208,1.427
2021-09-19,1.453,0.0655,0.040501852000000005,0.9485,0.1009,0.047596611,0.035,-0.0789,0.004743415999999999,549.7233,0.0202,12.93096419,4455.48,0.0051,58.32281235,17.75,-0.147044649,1.893869946,8.401890078208675,0.022339576370987047,2.8763855159214247,-0.17288752456059608,6.309415060724734,-0.021925922138023246,1.4180000000000001
2021-09-12,1.3630000000000002,0.0153,0.040155254,0.8616,0.0559,0.038012331,0.038,-0.2083,0.0031622779999999997,538.8525,0.013999999999999999,12.42072258,4432.99,-0.0057,62.66175303,20.809998999999998,-0.006682673,1.9050894319999998,8.396829578933803,-0.005060499274872399,3.0354335923517217,0.15904807643029706,6.289441878542146,-0.019973182182588367,1.3250000000000002
2021-09-05,1.3430000000000002,0.0129,0.056984988,0.816,0.0391,0.045372797,0.048,0.0435,0.003093003,531.425,-0.0008,13.22004283,4458.58,-0.0169,67.12955253,20.950001,0.27666063399999996,1.6549511069999998,8.402585608668414,0.00575602973461109,3.0421386941008426,0.0067051017491208675,6.275562077759189,-0.013879800782956586,1.2950000000000002
2021-08-29,1.3259999999999998,0.0117,0.08926639300000001,0.7853,-0.0197,0.065635258,0.046,-0.1321,0.002788867,531.873,0.0052,13.16757357,4535.43,0.0058,68.75771941,16.41,0.001220317,1.247005364,8.419675176135874,0.017089567467460043,2.7978909051019993,-0.24424778899884325,6.276404739038548,0.0008426612793588362,1.2799999999999998
2021-08-22,1.31,0.0441,0.09600630800000001,0.8011,0.0226,0.071189295,0.053,0.0,0.004104198,529.0991,0.0701,13.3604375,4509.37,0.0152,89.96895319,16.389999,-0.11691811,1.29909761,8.413912733160512,-0.005762442975361992,2.7966713317429237,-0.001219573359075632,6.271175748906939,-0.005228990131609379,1.2570000000000001
2021-08-15,1.255,-0.0221,0.09684328699999999,0.7834,0.0091,0.073112614,0.053,0.0,0.007846443,494.4293,-0.0578,7.116523644,4441.67,-0.0059,92.49497461,18.559998999999998,0.201294434,1.7940632630000002,8.398785710834698,-0.015127022325813755,2.9210086734787426,0.1243373417358189,6.2034041681415,-0.06777158076543888,1.202
2021-08-08,1.2830000000000001,-0.0168,0.110222805,0.7763,0.0028,0.073020682,0.053,0.0392,0.011343133,524.7447,0.0046,6.88551674,4468.0,0.0071,88.00135396,15.45,-0.043343652999999996,1.77804204,8.404696160189092,0.005910449354393776,2.7376090033437546,-0.18339967013498804,6.262911858602095,0.05950769046059534,1.2300000000000002
2021-08-01,1.305,0.065,0.121093903,0.7741,0.1162,0.07274336599999999,0.051,0.1087,0.01462722,522.3383,-0.0347,7.387788419,4436.52,0.0094,84.94808388,16.15,-0.11458333300000001,1.717329027,8.397625564323386,-0.007070595865705798,2.7819200496686656,0.04431104632491101,6.258315462257893,-0.004596396344202169,1.254
2021-07-25,1.226,-0.0435,0.11696177,0.6935,-0.0279,0.063639042,0.046,-0.098,0.018144176,541.129,0.0162,9.84931639,4395.26,-0.0037,88.3073324,18.24,0.060465055,1.6957430530000002,8.388281966503747,-0.00934359781963856,2.9036169846461855,0.12169693497751988,6.293657697742216,0.03534223548432269,1.18
2021-07-18,1.281,-0.0146,0.111733264,0.7134,-0.0871,0.054378117000000004,0.051,0.1087,0.019014614,532.4833,0.0082,10.40788802,4411.8,0.0196,78.75069936,17.200001,-0.067750674,1.937616215,8.392038048430232,0.003756081926484356,2.8449094419589405,-0.058707542687244985,6.277551535589451,-0.016106162152764725,1.23
2021-07-11,1.3,-0.0447,0.09182931,0.7815,-0.0065,0.054975869000000004,0.046,-0.1321,0.019005555,528.1744,-0.0067,10.40339809,4327.16,-0.0097,74.09377848,18.450001,0.140296724,2.0016020230000002,8.372666716661655,-0.01937133176857664,2.9150644246870767,0.07015498272813625,6.269426532198527,-0.008125003390923702,1.254
2021-07-04,1.361,-0.0485,0.078501309,0.7866,-0.0843,0.05467535,0.053,0.0392,0.017521098,531.7583,-0.0179,11.74495838,4369.55,0.004,60.57129141,16.18,0.073656271,1.9743536990000001,8.38241530795899,0.009748591297334741,2.7837759116303458,-0.13128851305673095,6.27618906279727,0.006762530598742877,1.308
2021-06-27,1.431,-0.0613,0.067451135,0.8590000000000001,-0.0711,0.053238425,0.051,-0.0377,0.014942853999999998,541.4566,0.0217,12.827008099999999,4352.34,0.0167,40.78230613,15.07,-0.035211268,1.983699254,8.37846891048418,-0.003946397474809515,2.712706012638404,-0.07106989899194183,6.294262915491278,0.018073852694008075,1.3800000000000001
2021-06-20,1.524,0.0561,0.066971055,0.9247,0.0554,0.039349353,0.053,0.2927,0.010154910999999999,529.9653,0.0191,14.97941745,4280.7,0.0274,31.19025327,15.62,-0.24541066399999997,1.803202204,8.36187182660464,-0.01659708387954062,2.7485521444115397,0.03584613177313578,6.272811532704689,-0.02145138278658898,1.471
2021-06-13,1.443,-0.0072,0.057952471,0.8762,0.1783,0.037529498,0.040999999999999995,0.4643,0.006346478000000001,520.0316,-0.0225,19.89284591,4166.45,-0.0191,36.86892344,20.700001,0.32268377,1.73310939,8.334819633270236,-0.027052193334403896,3.030133748580501,0.28158160416896116,6.253889578959868,-0.01892195374482153,1.4020000000000001
2021-06-06,1.454,-0.0664,0.041247896,0.7436,-0.0472,0.040875781,0.027999999999999997,0.4,0.0049817559999999995,532.0251,-0.0032,20.84238862,4247.44,0.0041,61.08378717,15.65,-0.046894032,1.404035336,8.35407172748987,0.019252094219634586,2.750470916986162,-0.2796628315943388,6.27669066867981,0.02280108971994199,1.426
2021-05-30,1.557,-0.0151,0.04160876,0.7804,-0.01,0.039069569,0.02,0.5385,0.0049817559999999995,533.7398,0.0279,19.6161176,4229.89,0.0061,82.50199596,16.42,-0.020286396,1.274407764,8.349931266974062,-0.004140460515808186,2.7985001040242823,0.0480291870381202,6.279908454289977,0.0032177856101673896,1.537
2021-05-23,1.581,-0.0262,0.051511487,0.7883,-0.0401,0.038728091,0.013000000000000001,1.6,0.0051837459999999995,519.2278,0.0253,19.05365258,4204.11,0.0116,106.60671799999999,16.76,-0.168238213,1.277382636,8.343817897211142,-0.0061133697629198736,2.818995095053937,0.020494991029654575,6.252342707870169,-0.0275657464198078,1.568
2021-05-16,1.6230000000000002,-0.0073,0.051463148,0.8212,0.0043,0.037930287,0.005,-0.5,0.00608131,506.4006,-0.0167,18.44185955,4155.86,-0.0043,118.0262817,20.15,0.07123876,1.570789279,8.332274665414959,-0.011543231796183662,3.0032042883926917,0.18420919333875485,6.227328055663388,-0.025014652206781562,1.6180000000000003
2021-05-09,1.635,0.0357,0.054669207000000004,0.8177,0.0563,0.039377637,0.01,-0.3333,0.008500725,514.9969,-0.0154,16.48191937,4173.85,-0.0139,137.8578077,18.809998999999998,0.127022042,1.6536322019999998,8.336594150240089,0.004319484825130004,2.9343885901497266,-0.06881569824296507,6.244160881228144,0.01683282556475607,1.625
2021-05-02,1.579,-0.028999999999999998,0.088754405,0.7741,-0.0885,0.049415123,0.015,0.1538,0.010608178000000001,523.0299,0.034,11.62352773,4232.6,0.0123,143.56601990000001,16.690001000000002,-0.103170333,2.631054696,8.350571740426354,0.013977590186264877,2.8148097975898594,-0.11957879255986725,6.259638632602855,0.015477751374711524,1.564
2021-04-25,1.626,0.0426,0.123232436,0.8493,0.0403,0.096298977,0.013000000000000001,-0.35,0.010538822,505.8542,0.0238,9.601983379,4181.17,0.0002,134.8679615,18.610001,0.073860415,3.782394426,8.33834639065912,-0.012225349767232885,2.923699124388709,0.10888932679884977,6.2262484854740086,-0.03339014712884669,1.613
2021-04-18,1.5590000000000002,-0.0194,0.171119711,0.8164,-0.0248,0.139506965,0.02,0.1111,0.011617233000000001,494.1003,0.011000000000000001,9.689354317000001,4180.17,-0.0013,117.76341059999999,17.33,0.066461538,3.8051638010000004,8.338107194548265,-0.00023919611085609915,2.8524391037275145,-0.07126002066119463,6.202738533016062,-0.02350995245794696,1.5390000000000001
2021-04-11,1.59,-0.0431,0.20772955199999998,0.8372,-0.0331,0.169081901,0.018000000000000002,0.3846,0.011373659,488.7238,0.0373,12.09793196,4185.47,0.0137,90.6649993,16.25,-0.02636315,3.667139409,8.339374282471987,0.0012670879237219879,2.7880929087757464,-0.06434619495176808,6.191797503724608,-0.010941029291453575,1.572
2021-04-04,1.662,-0.0066,0.24017410399999997,0.8659,-0.0443,0.189692602,0.013000000000000001,-0.3596,0.013511481,471.1558,-0.0061,18.23896267,4128.8,0.0271,87.4915675,16.690001000000002,-0.036930121,3.3433443,8.325742086834518,-0.013632195637468314,2.8148097975898594,0.026716888814112938,6.155188824881568,-0.036608678843039755,1.649
2021-03-28,1.673,-0.0007,0.250476191,0.9059999999999999,0.0491,0.191429824,0.0203,0.015,0.01920677,474.0237,0.0,22.53184266,4019.87,0.0114,76.63779271,17.33,-0.081124121,4.728541691,8.299004842781715,-0.026737244052803533,2.8524391037275145,0.03762930613765514,6.161257320445118,0.006068495563550158,1.6527
2021-03-21,1.6740000000000002,-0.0322,0.24496022399999998,0.8636,-0.0265,0.185043925,0.02,1.0,0.022202102,474.0144,-0.0023,24.58322506,3974.54,0.0157,75.15967347,18.860001,-0.099761332,4.364666158,8.287664297121538,-0.01134054566017717,2.9370433302275796,0.08460422650006505,6.161237700980457,-1.9619464661779773e-05,1.6540000000000001
2021-03-14,1.73,0.0648,0.207493748,0.8871,0.0539,0.16028587,0.01,-0.6667,0.022125902000000003,475.1012,-0.0348,26.11444514,3913.1,-0.0077,72.88682524,20.950001,0.012566457,4.109741304,8.272085177723376,-0.015579119398161367,3.0421386941008426,0.10509536387326301,6.163527833973731,0.0022901329932745185,1.72
2021-03-07,1.625,0.0305,0.192996718,0.8417,0.0479,0.14092686199999999,0.03,-0.2105,0.022138202000000003,492.216,0.0016,26.57636869,3943.34,0.0264,69.4591082,20.690001000000002,-0.160989416,4.069576853,8.27978335891997,0.007698181196593268,3.0296505400899783,-0.012488154010864339,6.1989176445395415,0.035389810565810365,1.595
2021-02-28,1.577,0.1209,0.15756935,0.8032,0.1007,0.108501111,0.038,-0.0732,0.023151674,491.4321,0.0303,24.94225878,3841.94,0.0081,79.63765294,24.66,-0.11771022800000001,3.9501627010000004,8.253732726340342,-0.026050632579627475,3.2051824977361982,0.17553195764621998,6.197323781518911,-0.0015938630206306925,1.539
2021-02-21,1.4069999999999998,0.0499,0.134358104,0.7297,0.2638,0.066905755,0.040999999999999995,0.2424,0.022989127999999998,476.9869,0.0147,22.82314187,3811.15,-0.0245,86.36073031,27.950001,0.267573799,4.0081524360000005,8.245686259847384,-0.00804646649295826,3.330417235379283,0.12523473764308468,6.167489027198848,-0.02983475432006255,1.3659999999999999
2021-02-14,1.34,0.1073,0.11310688199999999,0.5774,0.1707,0.051955254000000006,0.033,-0.1951,0.019748698999999998,470.0881,0.0132,21.57154018,3906.71,-0.0071,88.61820756,22.049999,0.10415624,3.737810464,8.270450866551547,0.024764606704163583,3.09331255654138,-0.23710467883790276,6.152920123946657,-0.014568903252190957,1.3070000000000002
2021-02-07,1.21,0.0353,0.09792037599999999,0.4932,0.0593,0.045704417000000004,0.040999999999999995,0.2424,0.017016659,463.95,0.0296,19.44444447,3934.83,0.0123,72.87769975,19.969998999999998,-0.043124195,3.7247908410000004,8.277622957885232,0.0071720913336843495,2.9942310973526096,-0.09908145918877054,6.139776787799188,-0.01314333614746932,1.169
2021-01-31,1.169,0.0916,0.096782058,0.4656,0.094,0.044138118,0.033,-0.431,0.008912538000000001,450.6114,0.0455,17.49081478,3886.83,0.0465,65.55636361,20.870001000000002,-0.36929583,3.6568801260000003,8.265349194367111,-0.012273763518120262,3.0383127690047766,0.04408167165216703,6.110605327278647,-0.02917146052054065,1.1360000000000001
2021-01-24,1.071,-0.0137,0.10395960800000001,0.4256,-0.0164,0.044636851,0.057999999999999996,-0.2658,0.00652261,430.9947,0.0084,19.45973213,3714.24,-0.0331,85.81950289,33.09,0.510269283,3.65899022,8.219929360180258,-0.04541983418685369,3.499231121933521,0.4609183529287444,6.06609579304438,-0.04450953423426718,1.013
2021-01-17,1.0859999999999999,-0.0013,0.09558498300000001,0.4327,-0.0421,0.043360311,0.079,-0.0247,0.007349225,427.4073,-0.01,21.57412417,3841.47,0.0194,82.43931997,21.91,-0.09983566099999999,1.226213587,8.253610384827763,0.033681024647505,3.086943153607375,-0.412287968326146,6.057737422757903,-0.008358370286477346,1.007
2021-01-10,1.087,-0.0284,0.087736284,0.4517,-0.0715,0.040301883,0.081,-0.0581,0.008369256,431.7415,0.0098,23.29404597,3768.25,-0.0148,94.99136298,24.34,0.128942538,1.24923477,8.234365981690638,-0.019244403137124166,3.1921210875593813,0.10517793395200625,6.06782702951394,0.010089606756037206,1.006
2021-01-03,1.119,0.2206,0.051405145,0.4865,0.3484,0.021383142,0.086,0.0886,0.009082339,427.5555,0.0442,24.22540515,3824.68,0.0183,141.650976,21.559998999999998,-0.052307735999999994,1.3482207380000002,8.249230082630213,0.014864100939574243,3.070839699658606,-0.12128138790077525,6.05808410451174,-0.009742925002200309,1.033
2020-12-27,0.9159999999999999,-0.0107,0.05286765400000001,0.3608,-0.0082,0.020556221,0.079,-0.1124,0.0095038,409.458,0.0118,23.149848199999997,3756.07,0.0143,137.92930719999998,22.75,0.056665069000000005,5.082781400000001,8.2311284770022,-0.018101605628013218,3.1245651453969594,0.05372544573835336,6.014834333930503,-0.04324977058123647,0.837
2020-12-20,0.9259999999999999,-0.0193,0.06536019900000001,0.3638,-0.0461,0.026745137000000002,0.08900000000000001,0.0349,0.010079683,404.6696,-0.0082,21.32427836,3703.06,-0.0017,133.5667658,21.530001000000002,-0.001854381,5.172542808,8.216914783860929,-0.014213693141270412,3.069447357823089,-0.0551177875738702,6.003070931689477,-0.011763402241026455,0.837
2020-12-13,0.945,0.0538,0.064192765,0.3814,0.0481,0.028912927,0.086,0.2113,0.011199701999999999,408.0172,0.0363,17.57911923,3709.41,0.0125,124.2112988,21.57,-0.074646035,5.128017125,8.21862811330533,0.0017133294444011682,3.071303460401065,0.001856102577975971,6.011309330378332,0.008238398688854787,0.859
2020-12-06,0.8959999999999999,-0.0783,0.076337263,0.3639,-0.1389,0.039413162,0.071,-0.1235,0.009689055,393.7225,0.0133,17.46961125,3663.46,-0.0096,127.88622109999999,23.309998999999998,0.121212019,4.977044483,8.206163335019871,-0.012464778285458777,3.148882410147622,0.07757894974655688,5.975646346430986,-0.03566298394734524,0.825
2020-11-29,0.973,0.1547,0.07636033,0.4226,0.1462,0.044304308,0.081,0.0,0.00989332,388.5492,0.0013,15.30282137,3699.12,0.0167,122.41171659999999,20.790001,-0.002399184,4.957331009,8.215850232506574,0.00968689748670215,3.0344721499699685,-0.11441026017765354,5.962419802716058,-0.013226543714928596,0.892
2020-11-22,0.8420000000000001,0.0217,0.080858999,0.3687,-0.0118,0.04813248,0.081,0.1912,0.009243015,388.0614,0.038,11.25775506,3638.35,0.0227,112.9309062,20.84,-0.12067514300000001,4.622186554,8.199285561157481,-0.016564671349092563,3.0368742168851663,0.0024020669151978424,5.961163574526151,-0.0012562281899066718,0.7610000000000001
2020-11-15,0.8240000000000001,-0.08199999999999999,0.08700453400000001,0.3731,-0.0887,0.05372641,0.068,-0.2527,0.006587024,373.8664,0.0257,10.00435326,3557.54,-0.0077,106.66185039999999,23.700001,0.025974069,4.199388155,8.176824573751814,-0.022460987405667154,3.1654750903351774,0.12860087345001103,5.9238985143452,-0.03726506018095144,0.756
2020-11-08,0.898,0.0949,0.07494590599999999,0.4094,0.1341,0.045991912,0.091,-0.0319,0.007862711,364.499,0.0426,9.09176716,3585.15,0.0216,87.83959422,23.1,-0.070796498,4.043725522,8.184555593162594,0.007731019410780249,3.139832617527748,-0.025642472807429595,5.898523807960725,-0.0253747063844747,0.807
2020-11-01,0.82,-0.0613,0.071179273,0.361,-0.0609,0.045278992000000004,0.094,0.0,0.007848566999999999,349.6171,0.0259,9.56454221,3509.44,0.0732,87.63170367,24.860001,-0.346133588,3.888890107,8.163211759571844,-0.021343833590750094,3.2132601263078255,0.07342750878007775,5.856838555628655,-0.0416852523320701,0.726
2020-10-25,0.8740000000000001,0.0385,0.060973947,0.3844,0.0297,0.038102349,0.094,0.0,0.007714345,340.7799,-0.0501,8.800949994,3269.96,-0.0564,76.12528809999999,38.02,0.38003634799999997,4.101574383,8.092533031400581,-0.07067872817126286,3.6381123370602833,0.4248522107524577,5.831236814342599,-0.025601741286055635,0.7800000000000001
2020-10-18,0.841,0.1234,0.042900919,0.3733,0.149,0.027203032999999998,0.094,-0.0208,0.007454305,358.7681,-0.0106,8.540282725,3465.39,-0.0053,73.77011367,27.549999,0.005107588,2.4014059530000003,8.15058045940282,0.05804742800223828,3.316002499301282,-0.32210983775900104,5.8826762187627955,0.05143940442019623,0.747
2020-10-11,0.7490000000000001,-0.0383,0.058100392,0.3249,-0.0458,0.02995964,0.096,-0.0495,0.007321202,362.6056,0.0056,7.904498146,3483.81,0.0019,68.20117204,27.41,0.0964,2.693361463,8.155881801468084,0.005301342065264336,3.3109079103146946,-0.005094588986587656,5.893315742216937,0.010639523454141653,0.6530000000000001
2020-10-04,0.779,0.1064,0.065944842,0.3405,0.1827,0.029184516,0.10099999999999999,0.1099,0.007607745,360.5772,0.0685,7.629597400000001,3477.13,0.0384,68.08276153,25.0,-0.095186359,2.833854221,8.153962519862278,-0.0019192816058062334,3.2188758248682006,-0.092032085446494,5.887706080816835,-0.005609661400102439,0.678
2020-09-27,0.7040000000000001,0.0727,0.06791628799999999,0.2879,0.0771,0.028380432999999997,0.091,-0.099,0.007394441999999999,337.4763,-0.0309,7.03077522,3348.44,0.0152,82.72095535,27.629998999999998,0.047384384,2.843682448,8.11624984471861,-0.03771267514366805,3.31890210274278,0.10002627787457952,5.821495285624667,-0.06621079519216799,0.6130000000000001
2020-09-20,0.6559999999999999,-0.0587,0.06838169,0.2673,-0.0571,0.028693476000000002,0.10099999999999999,0.1099,0.008819801,348.2298,-0.0274,7.882329627000001,3298.46,-0.0063,90.7411232,26.379998999999998,0.021293031,2.725364453,8.101210971865127,-0.015038872853482488,3.272606109381662,-0.046295993361118004,5.8528626066703495,0.03136732104568285,0.5549999999999999
2020-09-13,0.6970000000000001,0.0419,0.066042831,0.2835,0.1197,0.030699373999999998,0.091,-0.1875,0.011568156000000001,358.0317,0.0498,7.485822285,3319.47,-0.0064,103.62710320000001,25.83,-0.038704911,2.6944821219999997,8.107560410612727,0.006349438747600189,3.251536607107749,-0.02106950227391291,5.8806215299666365,0.02775892329628693,0.6060000000000001
