Date,MPRIME,MPRIMEpct,MPRIMEstd,VIX,VIXpct,VIXstd,RealGDP,RealGDPpct,RealGDPstd,UNRATEpct,UNRATEstd,income,incomepct,incomestd,CPIpct,CPIstd,bond10,bond10pct,bond5pct,bond5,bond3pct,bond3,commodity,commoditypct,SP500pct,SP500
12/1/2019,4.75,0,0.314269877,13.78,0.091917591,1.543906649,19.22,0.003131524,0.134759044,3.6,0.055226805,44800,-0.003203987,118.8856804,-0.090976953,0.1531855,1.919,0.0818,0.0422,1.6927,-0.0195,1.556,436.2189,0.0661,0.0286,3230.78
11/1/2019,4.75,-0.048096192,0.271137521,12.62,-0.045385779,1.513554671,19.16,0.001044932,0.140874254,3.6,0.065192024,44944,0.003908955,113.8223396,-0.053624303,0.148951827,1.774,0.0513,0.07,1.6242,0.0265,1.587,409.1913,0.0041,0.034,3140.98
10/1/2019,4.99,-0.031067961,0.189117835,13.22,-0.185960591,1.396764204,19.14,0.001569859,0.149681143,3.6,0.09721111,44769,0.000424581,86.91631032,0.228619055,0.135183309,1.688,0.0117,-0.0179,1.5179,-0.1529,1.546,407.5104,0.0097,0.0204,3037.56
9/1/2019,5.15,-0.019047619,0.129636243,16.24,-0.144362487,2.383377906,19.11,0.001047669,0.13800161,3.5,0.103923048,44750,0.001521866,78.54858369,0.078344858,0.180168776,1.668,0.1124,0.1108,1.5456,-0.0815,1.825,403.6126,0.0165,0.0172,2976.74
8/1/2019,5.25,-0.045454545,0.108140855,18.98,0.177419282,2.390680184,19.09,0.001048768,0.125737822,3.7,0.090829511,44682,0.004496201,111.4199488,-0.005066824,0.211185069,1.499,-0.2531,-0.2365,1.3914,-0.047,1.987,397.0581,-0.0601,-0.0181,2926.46
7/1/2019,5.5,0,0.108140855,16.120001,0.068965584,2.525086977,19.07,0.005801688,0.096517126,3.7,0.090553851,44482,0.000697397,135.8552354,0.167094162,0.208237157,2.007,0.0003,0.0307,1.8223,-0.0071,2.085,422.4391,-0.0069,0.0131,2980.38
6/1/2019,5.5,0,0.164303243,15.08,-0.194013853,2.749629851,18.96,0.002644104,0.089622666,3.6,0.090553851,44451,0.000405104,163.4687891,0.019914718,0.208465907,2.007,-0.0593,-0.0772,1.768,-0.1079,2.1,425.3581,0.0431,0.0689,2941.76
5/1/2019,5.5,0,0.198874612,18.709999,0.426066997,2.860430788,18.91,0.00424854,0.081247222,3.6,0.082462113,44433,-0.000719667,177.4055382,0.212875859,0.207421443,2.133,-0.1479,-0.1591,1.9159,-0.0321,2.354,407.7638,-0.0867,-0.0658,2752.06
4/1/2019,5.5,0,0.215757065,13.12,-0.043034282,2.920945823,18.83,0.00053135,0.08326664,3.6,0.070710678,44465,-0.004076422,195.9224464,0.529500161,0.20946256,2.504,0.0402,0.0188,2.2783,0.0133,2.432,446.4518,0.0284,0.0393,2945.83
3/1/2019,5.5,0,0.23457053,13.71,-0.072395129,2.837678276,18.82,-0.001591512,0.087311702,3.8,0.064807407,44647,-0.001006892,218.4445124,0.564135836,0.188817302,2.407,-0.1141,-0.111,2.2363,-0.0164,2.4,434.1253,0.0182,0.0179,2834.4
2/1/2019,5.5,0,0.256463123,14.78,-0.108026554,2.779994604,18.85,0.005333333,0.100774776,3.8,0.064807407,44692,0.001613626,226.8749545,0.422705314,0.172673995,2.717,0.0319,0.031,2.5156,0.0179,2.44,426.3466,0.0452,0.0297,2784.49
1/1/2019,5.5,0.028037383,0.253028325,16.57,-0.348151062,2.754175466,18.75,0.004284949,0.102761861,4,0.072111026,44620,-0.000671892,221.6988498,0.190659667,0.170305431,2.633,-0.0198,-0.0277,2.4399,0.0067,2.397,407.8907,0.0897,0.0787,2704.1
12/1/2018,5.35,0.019047619,0.249365862,25.42,0.406751522,2.841968016,18.67,-0.004266667,0.120374416,3.9,0.072111026,44650,0.011210508,208.5429093,-0.319396282,0.171551819,2.686,-0.1027,-0.1109,2.5095,0.0076,2.381,374.3282,-0.0792,-0.0918,2506.85
11/1/2018,5.25,0,0.25590797,18.07,-0.148845973,2.186361737,18.75,0.003747323,0.12314851,3.8,0.088317609,44155,0.00111096,170.8151779,-0.334934852,0.157068712,2.993,-0.0495,-0.0523,2.8226,0.0129,2.363,406.5197,-0.1091,0.0179,2760.17
10/1/2018,5.25,0.043737575,0.251804598,21.23,0.751650165,2.228075874,18.68,-0.002136752,0.131250397,3.8,0.089442719,44106,0.001498638,188.8575654,0.176676346,0.123761412,3.149,0.0275,0.008,2.9783,0.0609,2.333,456.3168,-0.0616,-0.0694,2711.74
9/1/2018,5.03,0.006,0.235324835,12.12,-0.057542768,2.071784617,18.72,0.004830918,0.145101497,3.7,0.095131488,44040,-0.001292605,228.0121598,0.116202518,0.140219182,3.065,0.0715,0.079,2.9546,0.0452,2.199,486.2794,0.0375,0.0043,2913.98
8/1/2018,5,0,0.256809484,12.86,0.00233827,2.136143135,18.63,0,0.154563903,3.8,0.093808315,44097,0.002409584,254.9237141,0.055554233,0.146825554,2.86,-0.0342,-0.0385,2.7382,0.0349,2.104,468.6881,0.0083,0.0303,2901.52
7/1/2018,5,0.022494888,0.256647185,12.83,-0.202610317,2.329852241,18.63,0.001612903,0.162224125,3.8,0.093808315,43991,0.003009645,253.1986276,0.006746326,0.15539952,2.962,0.0355,0.0396,2.8479,0.0589,2.033,464.8324,-0.0464,0.036,2816.29
6/1/2018,4.89,0.029473684,0.230834236,16.09,0.042773817,2.552745078,18.6,0.002695418,0.161867573,4,0.095131488,43859,0.002468515,245.8526896,0.15938757,0.160943143,2.86,0,0.0148,2.7395,0.0026,1.92,487.4372,0.0125,0.0048,2718.37
5/1/2018,4.75,0,0.201207466,15.43,-0.03138732,2.623615326,18.55,0.007057546,0.152100113,3.8,0.115974135,43751,0.002566512,232.3179395,0.415891693,0.159268175,2.86,-0.032,-0.0361,2.6995,0.0598,1.915,481.4273,0.0119,0.0216,2705.27
4/1/2018,4.75,0.037117904,0.178686566,15.93,-0.202303415,2.684826219,18.42,-0.00378583,0.162771141,4,0.09591663,43639,0.0017446,212.2348346,0.397509156,0.170589922,2.955,0.0782,0.0931,2.8006,0.0536,1.807,475.7616,0.0504,0.0027,2648.05
3/1/2018,4.58,0.017777778,0.147888847,19.969999,0.00604529,2.633245009,18.49,0.004891304,0.16297239,4,0.091923882,43563,0.002970023,192.4191908,0.22611259,0.167575642,2.741,-0.0431,-0.0314,2.562,0.0338,1.715,452.9353,0.0215,-0.0269,2640.87
2/1/2018,4.5,0,0.155120025,19.85,0.466026588,2.033423714,18.4,0.001633097,0.153003268,4.1,0.089721792,43434,0.002353919,158.5538394,0.453468997,0.16894315,2.864,0.0559,0.0487,2.6451,0.1324,1.659,443.3807,-0.0288,-0.0389,2713.83
1/1/2018,4.5,0.022727273,0.156190767,13.54,0.226449275,0.721494629,18.37,0.002182215,0.142501462,4,0.090553851,43332,0.006714216,146.4683584,0.544774545,0.159316955,2.713,0.1277,0.1432,2.5223,0.0532,1.465,456.533,0.0319,0.0562,2823.81
12/1/2017,4.4,0.035294118,0.159248234,11.04,-0.021276596,0.520626546,18.33,0.007696537,0.124298029,4.1,0.070710678,43043,0.001908708,126.8269687,-0.058783228,0.132224766,2.405,-0.004,0.0298,2.2064,0.0961,1.391,442.4357,0.0428,0.0098,2673.61
11/1/2017,4.25,0,0.183874958,11.28,0.10805501,0.694253556,18.19,0,0.119331471,4.2,0.079056942,42961,0.000582262,149.0685077,0.002432469,0.130777198,2.415,0.0158,0.0633,2.1425,0.0997,1.269,424.2574,0.022,0.0281,2647.58
10/1/2017,4.25,0,0.205558859,10.18,0.070452156,0.726608904,18.19,0.004417449,0.106583301,4.2,0.1,42936,0.001703101,176.9526632,-0.06320421,0.152646769,2.378,0.0165,0.039,2.0149,0.0918,1.154,415.1419,0.0397,0.0222,2575.26
9/1/2017,4.25,0,0.229104537,9.51,-0.101983003,0.934368503,18.11,0.001659292,0.111300394,4.3,0.106066017,42863,0.000466821,205.3116655,0.529490589,0.145079291,2.339,0.103,0.1373,1.9393,0.0528,1.057,399.3082,0.0345,0.0193,2519.36
8/1/2017,4.25,0,0.255745099,10.59,0.032163743,0.896819101,18.08,-0.000552792,0.101044545,4.4,0.111579568,42843,0.000513767,224.9497833,0.29944523,0.145828967,2.121,-0.0764,-0.0718,1.7052,-0.0729,1.004,386.0041,-0.0053,0.0005,2471.65
7/1/2017,4.25,0.02905569,0.256558419,10.26,-0.082289803,1.382381112,18.09,0.005,0.083559693,4.3,0.138564065,42821,0.002012402,233.9873501,-0.068992264,0.141887007,2.296,-0.0033,-0.0262,1.8372,0.0607,1.083,388.0653,0.0421,0.0193,2470.3
6/1/2017,4.13,0.0325,0.231816498,11.18,0.073967339,1.290032584,18,0.005586592,0.093979903,4.3,0.156364958,42735,-0.000537911,228.5085228,0.090711101,0.134246379,2.304,0.0441,0.0761,1.8867,0.044,1.021,372.3775,-0.0145,0.0048,2423.41
5/1/2017,4,0,0.205739857,10.41,-0.037892791,1.241093103,17.9,-0.002785515,0.106123618,4.4,0.148492424,42758,0.006165286,218.3039739,0.085472183,0.134213431,2.206,-0.0362,-0.0362,1.7533,0.2179,0.978,377.8538,-0.0128,0.0116,2411.8
4/1/2017,4,0.030927835,0.184980479,10.82,-0.125303153,1.123923532,17.95,0.003914989,0.107620733,4.4,0.135830777,42496,0.000800716,181.1969784,0.296553337,0.151136975,2.289,-0.0419,-0.0547,1.8192,0.0538,0.803,382.7658,-0.0141,0.0091,2384.2
3/1/2017,3.88,0.034666667,0.143356587,12.37,-0.042569659,1.096520703,17.88,0.001119821,0.10358035,4.4,0.119163753,42462,0.003806057,168.2025713,0.081279787,0.15287945,2.389,-0.0033,-0.0068,1.9245,0.4085,0.762,388.2245,-0.0348,-0.0004,2362.72
2/1/2017,3.75,0,0.107310557,12.92,0.077564637,1.062549609,17.86,0,0.097348172,4.6,0.083666003,42301,0.003201632,136.8226041,0.314611739,0.16099859,2.397,-0.0279,0.0086,1.9376,0.0444,0.541,402.2199,0.0161,0.0372,2363.64
1/1/2017,3.75,0.03021978,0.086210337,11.99,-0.146011396,1.113273416,17.86,0.001682557,0.09812124,4.7,0.090829511,42166,0.00364173,105.2366143,0.582772789,0.170903442,2.466,0.0081,-0.0067,1.9211,0.0319,0.518,395.8302,-0.006,0.0179,2278.87
12/1/2016,3.64,0.04,0.044271887,14.04,0.053263316,1.004040696,17.83,0.005073281,0.088449609,4.7,0.088317609,42013,0.001454043,74.87936965,0.032732139,0.156101658,2.446,0.0235,0.0462,1.934,0.0351,0.502,398.2039,0.0556,0.0182,2238.83
11/1/2016,3.5,0,0,13.33,-0.218640048,1.667271339,17.74,-0.003370787,0.095968745,4.7,0.077459667,41952,0.001623532,60.25400401,-0.155546087,0.154088526,2.39,0.3092,0.4164,1.8486,0.5696,0.485,377.2212,0.0431,0.0342,2198.81
10/1/2016,3.5,0,0,17.059999,0.283671859,1.955952918,17.8,0.003382187,0.090455637,4.9,0.06670832,41884,0.000764599,49.59758058,0.124674851,0.131979427,1.826,0.1424,0.1357,1.3051,0.088,0.309,361.623,-0.0078,-0.0194,2126.15
9/1/2016,3.5,0,0.04110961,13.29,-0.009687034,2.013646993,17.74,0.006239365,0.075931255,5,0.069282032,41852,0.001459644,47.47257102,0.240399586,0.177655097,1.598,0.0124,-0.0378,1.1492,-0.1394,0.284,364.4711,0.0467,-0.0012,2168.27
8/1/2016,3.5,0,0.084957506,13.42,0.130581297,1.932097883,17.63,0,0.073514927,4.9,0.077781746,41791,0.000167528,66.32288443,0.091843011,0.193954971,1.578,0.0887,0.1686,1.1944,0.2741,0.33,348.2078,0.026,-0.0012,2170.95
7/1/2016,3.5,0,0.106567662,11.87,-0.24056302,1.852643992,17.63,0.002274019,0.078343971,4.8,0.078740079,41784,0.002687656,74.74770899,-0.16181364,0.197311086,1.45,-0.017,0.0208,1.0221,-0.0263,0.259,339.3952,-0.0926,0.0356,2173.6
6/1/2016,3.5,0,0.118771489,15.63,0.101479915,2.281427297,17.59,-0.002834467,0.083433273,4.9,0.072111026,41672,-0.000191939,84.8199269,0.328436617,0.196888138,1.475,-0.2033,-0.2744,1.0013,-0.1192,0.266,374.0323,0.0083,0.0009,2098.86
5/1/2016,3.5,0,0.124369521,14.19,-0.096178344,3.208655602,17.64,0.000567215,0.07430418,4.8,0.076157731,41680,-0.001126369,102.177199,0.4045791,0.196444065,1.851,0.0088,0.0664,1.3799,0.4732,0.302,370.9456,0.0292,0.0153,2096.96
4/1/2016,3.5,0,0.124257797,15.7,0.125448029,3.379410041,17.63,0.006278539,0.063953108,5.1,0.076157731,41727,-0.0024385,120.8917077,0.474106798,0.179583226,1.835,0.0365,0.0726,1.294,-0.0376,0.205,360.407,0.1144,0.0027,2065.3
3/1/2016,3.5,0,0.118420156,13.95,-0.32116785,3.317166679,17.52,-0.001709402,0.061182786,5,0.09591663,41829,-0.000501792,137.8977157,0.430600014,0.165518954,1.77,0.0185,-0.0088,1.2064,-0.3406,0.213,323.4185,0.0652,0.066,2059.74
2/1/2016,3.5,0,0.105914011,20.549999,0.017326633,3.325179435,17.55,0.004004577,0.084070077,4.9,0.151657509,41850,0.000549884,137.7706246,0.082307653,0.175995429,1.738,-0.0959,-0.0846,1.2171,0.0254,0.323,303.6298,0.0099,-0.0041,1932.23
1/1/2016,3.5,0.038575668,0.08380533,20.200001,0.109280731,3.403471522,17.48,0.002868617,0.081540719,4.8,0.155724115,41827,0.003069618,127.0405644,0.165310221,0.179898532,1.923,-0.1528,-0.2438,1.3296,0.7697,0.315,300.6679,-0.0352,-0.0507,1940.24
12/1/2015,3.37,0.036923077,0.037947332,18.209999,0.128952271,3.413375249,17.43,-0.003430532,0.087743313,5,0.139463257,41699,0.004166065,109.2866872,-0.341709644,0.215225545,2.269,0.0279,0.068,1.7582,-0.0166,0.178,311.6524,-0.0729,-0.0175,2043.94
11/1/2015,3.25,0,0,16.129999,0.070338354,3.526944868,17.49,-0.000571429,0.10853059,5.1,0.142126704,41526,-0.000818094,85.61077619,-0.211068038,0.202305491,2.208,0.0289,0.0819,1.6463,1.2911,0.181,336.1496,-0.0751,0.0005,2080.41
10/1/2015,3.25,0,0,15.07,-0.384897959,3.605525158,17.5,0.005169443,0.108709603,5,0.163707055,41560,0.001349268,83.84509526,-0.044968375,0.231189403,2.146,0.0544,0.1226,1.5217,8.875,0.079,363.4441,0.0114,0.083,2079.36
9/1/2015,3.25,0,0,24.5,-0.13823426,3.564889945,17.41,0.000574713,0.113963932,5,0.154272486,41504,0.002028006,94.39568316,-0.155675658,0.27345292,2.035,-0.081,-0.1242,1.3555,-0.2,0.008,359.3369,-0.0565,-0.0264,1920.03
8/1/2015,3.25,0,0,28.43,1.345709571,3.333922588,17.4,0,0.126420814,5.1,0.148996644,41420,0.001571757,133.9111646,-0.141627628,0.300568322,2.214,0.0124,0.0093,1.5478,-0.8438,0.01,380.848,0.0065,-0.0626,1972.18
7/1/2015,3.25,0,0,12.12,-0.335161821,1.971354819,17.4,0.002881844,0.119331471,5.2,0.129614814,41355,0.001622748,180.8149468,0.006704716,0.3047145,2.187,-0.0691,-0.0656,1.5336,2.2,0.064,378.3843,-0.1414,0.0197,2103.84
6/1/2015,3.25,0,0,18.23,0.317196532,1.806719204,17.35,-0.002873563,0.122854928,5.3,0.128257553,41288,-4.84E-05,224.2556688,0.350287,0.304832387,2.349,0.1066,0.105,1.6413,5.6667,0.02,440.6926,0.0036,-0.021,2063.11
5/1/2015,3.25,0,0,13.84,-0.048797251,1.880325031,17.4,0.011040093,0.119907372,5.6,0.148492424,41290,0.001018231,259.6580444,0.509723203,0.297657491,2.123,0.0432,0.0385,1.4853,-0.4,0.003,439.0937,-0.0146,0.0105,2107.39
4/1/2015,3.25,0,0,14.55,-0.048397646,1.875729695,17.21,-0.008069164,0.143697213,5.4,0.184526421,41248,0.001602642,290.4171913,0.203287325,0.27055951,2.035,0.0564,0.0426,1.4303,-0.8611,0.005,445.5848,0.1234,0.0085,2085.51
3/1/2015,3.25,0,0,15.29,0.146176912,2.057344863,17.35,0.004050926,0.145178052,5.4,0.181659021,41182,-0.00343626,309.7438054,0.595172161,0.269711625,1.927,-0.035,-0.0858,1.3718,1.4,0.036,396.6492,-0.0584,-0.0174,2067.89
2/1/2015,3.25,0,0,13.34,-0.363853093,2.21824579,17.28,0.008756567,0.162921249,5.5,0.182893412,41324,0.003034054,325.021507,0.434304492,0.242899873,1.997,0.2181,0.3013,1.5005,0.1538,0.015,421.2419,0.081,0.0549,2104.5
1/1/2015,3.25,0,0,20.969999,0.092187391,2.215802764,17.13,-0.001166181,0.181365193,5.7,0.167928556,41199,0.005074285,307.4774788,-0.470589237,0.2321923,1.639,-0.2448,-0.3023,1.1531,-0.6829,0.013,389.6819,-0.068,-0.031,1994.99
12/1/2014,3.25,0,0,19.200001,0.440360165,1.699014733,17.15,0.000583431,0.193838421,5.6,0.21725561,40991,0.006086935,282.6766793,-0.567010091,0.263750887,2.17,-0.0012,0.1067,1.6528,2.1538,0.041,418.1225,-0.1327,-0.0042,2058.9
11/1/2014,3.25,0,0,13.33,-0.049893086,1.229752237,17.14,0.005278592,0.179904296,5.8,0.225942471,40743,0.004536601,269.8475496,-0.539941794,0.236114239,2.173,-0.0696,-0.0721,1.4935,0.625,0.013,482.1124,-0.1065,0.0245,2067.56
10/1/2014,3.25,0,0,14.03,-0.139791486,1.577067711,17.05,-0.004088785,0.167229051,5.7,0.224165118,40559,0.003612699,275.6857722,-0.251227781,0.187636936,2.335,-0.064,-0.0871,1.6095,-0.6522,0.008,539.5923,-0.0604,0.0232,2018.05
9/1/2014,3.25,0,0,16.309999,0.349048718,1.580155709,17.12,0.005284792,0.133770118,5.9,0.200624026,40413,0.002530327,289.1911565,0.075256882,0.165003804,2.495,0.0641,0.0839,1.7631,-0.08,0.023,574.2939,-0.0599,-0.0155,1972.29
8/1/2014,3.25,0,0,12.09,-0.286725706,1.498646324,17.03,0.005312869,0.108325641,6.1,0.200624026,40311,0.003984957,292.9369301,-0.167051417,0.185849561,2.345,-0.0846,-0.0738,1.6266,0,0.025,610.9172,-0.0173,0.0377,2003.37
7/1/2014,3.25,0,0,16.950001,0.464995765,1.437819456,16.94,0.004149378,0.085173027,6.2,0.237065392,40151,0.002221557,286.1419316,-0.039019396,0.195134484,2.562,0.0116,0.0753,1.7562,-0.4565,0.025,621.7026,-0.056,-0.0151,1930.67
6/1/2014,3.25,0,0,11.57,0.014912281,1.4044045,16.87,0.004166667,0.072264945,6.1,0.255342907,40062,0.003431434,260.6623199,0.186212694,0.189346144,2.532,0.0231,0.0611,1.6332,0.3143,0.046,658.5723,0.0138,0.0191,1960.23
5/1/2014,3.25,0,0,11.4,-0.149888143,1.399359854,16.8,0.007194245,0.070521864,6.3,0.240935676,39925,0.002989499,232.863694,0.349260984,0.189922191,2.475,-0.0646,-0.0824,1.5391,0.4,0.035,649.6324,-0.0044,0.021,1923.57
4/1/2014,3.25,0,0,13.41,-0.033861671,1.222203134,16.68,0,0.097661547,6.2,0.236748812,39806,0.003377697,202.9433542,0.329675445,0.187729533,2.646,-0.0269,-0.0248,1.6774,-0.4565,0.025,652.5111,0.0056,0.0062,1883.95
3/1/2014,3.25,0,0,13.88,-0.008571429,1.245896534,16.68,0.004214329,0.107501938,6.7,0.212132034,39672,0.004914129,160.2352177,0.644004413,0.184422552,2.719,0.0263,0.1442,1.72,-0.098,0.046,648.857,-0.0012,0.0069,1872.34
2/1/2014,3.25,0,0,14,-0.239543726,1.229373847,16.61,-0.00598444,0.117492317,6.7,0.223159136,39478,0.004733788,110.3679301,0.369790865,0.142982037,2.649,0.002,0.0076,1.5032,1.55,0.051,649.6444,0.044,0.0431,1859.45
1/1/2014,3.25,0,0,18.41,0.341836735,1.260146046,16.71,-0.00238806,0.123450395,6.6,0.228144691,39292,0.004268371,80.52170514,0.372024767,0.132660319,2.644,-0.1263,-0.1464,1.4918,-0.726,0.02,622.2558,-0.0159,-0.0356,1782.59
12/1/2013,3.25,0,0,13.72,0.001459854,1.139128858,16.75,0.004196643,0.09949316,6.7,0.192873015,39125,0.001484629,77.59449078,-0.00858115,0.120743698,3.026,0.102,0.274,1.7477,0.1967,0.073,632.2858,0.0196,0.0236,1848.36
