Date,MPRIME,MPRIMEpct,MPRIMEstd,SP500VIX,VIXlog,VIXlog_return,VIXpct,VIXstd,RealGDPpct,RealGDPstd,UNRATEpct,UNRATEstd,incomepct,incomelog_std,CPIindx,CPIpct,CPIstd,bond10,bond10pct,bond10std,bond5,bond5pct,bond5std,bond3,bond3pct,bond3std,b30ret,b30ind,b10ret,b10ind,b5ret,b5ind,b1ret,b1ind,risk free,SP500,SP500log_std,yield_diff
9/1/2020,3.25,0,0.707170418,27.65,3.272227038,-0.001515688,-0.00151454,7.49134798,0.013638843,0.991824357,7.9,2.817303676,0.005547022,3.188435015,612.4,0.139274694,0.250989974,0.686,-0.0293,0.526793919,0.2784,0.0353,0.599820262,0.096,-0.0943,0.714553699,0.005791,3921.503,0.00256,2952.387,0.000236,2385.199,0.000174,1350.386,0.007604246,3363,2.392714654,0.59
8/1/2020,3.25,0,0.746607885,22.89,3.273742726,0.076703637,0.079722039,8.307488056,0.009917355,1.013235193,8.4,2.971439045,-0.037199844,3.209033662,611.6,0.315321052,0.253550017,0.706,0.3251,0.55215659,0.2689,0.286,0.620685161,0.106,0.1277,0.732924954,-0.06758,3898.924,-0.014709,2944.849,-0.001671,2384.636,0.000005,1350.151,0.005069467,3500.31,2.305850897,0.6
7/1/2020,3.25,0,0.779544739,26.84,3.197039089,-0.218389875,-0.196188005,8.898567732,0.055846422,1.017961471,10.2,3.080105518,0.005722431,3.227192606,609.6,0.50582435,0.250519905,0.533,-0.1894,0.534292429,0.2091,-0.2735,0.607732091,0.094,-0.3605,0.748003268,0.056713,4181.51,0.012821,2988.811,0.003856,2388.627,0.000759,1350.145,0.010139047,3271.12,2.272718683,0.439
6/1/2020,3.25,0,0.787090987,31.12,3.415428964,0.100879389,0.106143221,9.176209336,0.045620438,0.88768175,11,3.07411776,-0.017017302,3.223814179,606.6,0.547204693,0.230804357,0.658,0.0078,0.498508899,0.2878,-0.052,0.563045555,0.147,0.0352,0.744441625,0.000237,3957.092,0.000388,2950.976,0.002134,2379.452,0.000373,1349.121,0.015208453,3100.29,2.27240202,0.511
5/1/2020,3.25,0,0.753334071,30.9,3.314549575,-0.21621307,-0.194436358,9.223907021,-0.100656455,0.294852129,13.2,2.921309638,-0.048774363,3.214317127,603.3,0.001950162,0.198660585,0.653,0.0108,0.481312107,0.3036,-0.1694,0.525501741,0.142,0.3396,0.697844626,-0.023604,3956.154,0.000713,2949.832,0.003103,2374.385,-0.000148,1348.618,0.065908165,3044.31,2.271327405,0.511
4/1/2020,3.25,-0.14021164,0.682101328,41.45,3.530762645,-0.449666412,-0.362159108,9.37787161,-0.055297158,0.106687498,14.7,2.344952025,0.156590706,3.168803541,603.3,-0.668694187,0.2020716,0.646,-0.0334,0.415462473,0.3655,-0.0217,0.440537291,0.106,-0.197,0.571084748,0.009765,4051.793,0.005024,2947.73,0.001673,2367.04,0.000056,1348.817,0.030417083,2912.43,2.268413822,0.54
3/1/2020,3.78,-0.204210526,0.50051196,57.74,3.980429057,0.288803352,0.334829211,9.192152355,0.006763788,0.107600083,4.4,0.179025138,-0.015246518,2.309122946,607.3,-0.217645103,0.124237793,0.668,-0.4259,0.29518546,0.3736,-0.6074,0.282987123,0.132,-0.8973,0.334569857,0.085425,4012.61,0.039709,2932.995,0.027033,2363.087,0.009605,1348.742,0.038022624,2584.59,2.168929162,0.536
2/1/2020,4.75,0,0.334313559,19.63,3.691625705,0.755643436,1.128980945,5.359164293,0,0.131356174,3.5,0.049497475,0.00590891,2.343070016,608.7,0.274061813,0.104929085,1.163,-0.2271,0.310030895,0.9516,-0.2763,0.27992584,1.285,-0.1731,0.339579544,0.074637,3696.81,0.029902,2820.977,0.018282,2300.887,0.004675,1335.91,0.053230412,2954.22,2.170156842,-0.122
1/1/2020,4.75,0,0.333939449,13.94,2.935982269,0.312764004,0.367198839,1.680798691,0,0.141456707,3.5,0.04472136,0.008616071,2.219354853,607,0.387976994,0.133538543,1.505,-0.2158,0.322857795,1.315,-0.2231,0.295043097,1.554,-0.0013,0.348351929,0.089398,3440.054,0.039182,2739.073,0.019282,2259.577,0.002563,1329.694,0.053232668,3225.52,2.138960248,-0.049
12/1/2019,4.75,0,0.314269877,13.76,2.623218266,0.087935408,0.091917591,1.543906649,0.003131524,0.134759044,3.6,0.055226805,-0.003203987,2.075129548,604.6,-0.090976953,0.1531855,1.919,0.0818,0.400675042,1.6927,0.0422,0.372743788,1.556,-0.0195,0.338803516,-0.036467,3157.757,-0.011292,2635.797,-0.000824,2216.832,0.00175,1326.295,0.050695618,3230.78,2.06807547,0.363
11/1/2019,4.75,-0.048096192,0.271137521,12.52,2.535282857,-0.046447977,-0.045385779,1.513554671,0.001044932,0.140874254,3.6,0.065192024,0.003908955,2.056227508,605.2,-0.053624303,0.148951827,1.774,0.0513,0.428340739,1.6242,0.07,0.403052028,1.587,0.0265,0.304055624,-0.004773,3277.269,-0.00741,2665.9,-0.003725,2218.661,0.000411,1323.978,0.078584159,3140.98,2.048214387,0.187
10/1/2019,4.99,-0.031067961,0.189117835,15.47,2.581730834,-0.2057465,-0.185960591,1.396764204,0.001569859,0.149681143,3.6,0.09721111,0.000424581,1.939101282,605.5,0.228619055,0.135183309,1.688,0.0117,0.431127578,1.5179,-0.0179,0.408752253,1.546,-0.1529,0.221070351,-0.012836,3292.987,-0.000742,2685.802,0.002643,2226.956,0.003283,1323.434,0.070974372,3037.56,2.181407096,0.142
9/1/2019,5.15,-0.019047619,0.129636243,15.56,2.787477335,-0.155908458,-0.144362487,2.383377906,0.001047669,0.13800161,3.5,0.103923048,0.001521866,1.895138359,604.1,0.078344858,0.180168776,1.668,0.1124,0.443964013,1.5456,0.1108,0.434976502,1.825,-0.0815,0.167895768,-0.03048,3335.805,-0.013852,2687.797,-0.005911,2221.086,0.000941,1319.103,0.078584244,2976.74,2.160500393,-0.157
8/1/2019,5.25,-0.045454545,0.108140855,18.98,2.943385793,0.163324994,0.177419282,2.390680184,0.001048768,0.125737822,3.7,0.090829511,0.004496201,2.046962955,603.7,-0.005066824,0.211185069,1.499,-0.2531,0.392641539,1.3914,-0.2365,0.408004665,1.987,-0.047,0.12869883,0.125914,3440.677,0.040344,2725.551,0.022261,2234.293,0.003716,1317.863,0.076044213,2926.46,2.152340445,-0.488
7/1/2019,5.5,0,0.108140855,13.31,2.780060799,0.066691437,0.068965584,2.525086977,0.005801688,0.096517126,3.7,0.090553851,0.000697397,2.133076379,603.7,0.167094162,0.208237157,2.007,0.0003,0.380322728,1.8223,0.0307,0.408979451,2.085,-0.0071,0.10814029,0.003196,3055.897,0.003435,2619.855,-0.001159,2185.638,0.000662,1312.984,0.08872499,2980.38,2.125608667,-0.078
6/1/2019,5.5,0,0.164303243,15.84,2.713369363,-0.215688724,-0.194013853,2.749629851,0.002644104,0.089622666,3.6,0.090553851,0.000405104,2.213434846,602.7,0.019914718,0.208465907,2.007,-0.0593,0.315320313,1.768,-0.0772,0.340734728,2.1,-0.1079,0.107157257,0.010051,3046.161,0.012073,2610.887,0.008867,2188.174,0.003795,1312.115,0.086184027,2941.76,2.110023476,-0.093
5/1/2019,5.5,0,0.198874612,16.72,2.929058087,0.354920303,0.426066997,2.860430788,0.00424854,0.081247222,3.6,0.082462113,-0.000719667,2.248967173,602.6,0.212875859,0.207421443,2.133,-0.1479,0.246959376,1.9159,-0.1591,0.27189739,2.354,-0.0321,0.144255021,0.076581,3015.849,0.031854,2579.742,0.019902,2168.942,0.003456,1307.155,0.086189745,2752.06,2.109920653,-0.221
4/1/2019,5.5,0,0.215757065,12.95,2.574137784,-0.04398771,-0.043034282,2.920945823,0.00053135,0.08326664,3.6,0.070710678,-0.004076422,2.292084195,601.3,0.529500161,0.20946256,2.504,0.0402,0.224578519,2.2783,0.0188,0.242767617,2.432,0.0133,0.181488904,-0.01975,2801.321,-0.006214,2500.104,-0.000107,2126.618,0.002157,1302.653,0.091253547,2945.83,2.069666305,0.072
3/1/2019,5.5,0,0.23457053,14.49,2.618125494,-0.075149422,-0.072395129,2.837678276,-0.001591512,0.087311702,3.8,0.064807407,-0.001006892,2.339341139,598.1,0.564135836,0.188817302,2.407,-0.1141,0.167488142,2.2363,-0.111,0.186818582,2.4,-0.0164,0.202604294,0.055952,2857.762,0.029419,2515.736,0.016241,2126.846,0.003373,1299.849,0.101401314,2834.4,2.064588845,0.007
2/1/2019,5.5,0,0.256463123,15.23,2.693274916,-0.114318916,-0.108026554,2.779994604,0.005333333,0.100774776,3.8,0.064807407,0.001613626,2.355786555,594.8,0.422705314,0.172673995,2.717,0.0319,0.158666702,2.5156,0.031,0.172596493,2.44,0.0179,0.220347604,-0.012107,2706.337,-0.004272,2443.841,-0.002041,2092.856,0.001884,1295.479,0.091253661,2784.49,2.078411283,0.277
1/1/2019,5.5,0.028037383,0.253028325,19.57,2.807593831,-0.427942434,-0.348151062,2.754175466,0.004284949,0.102761861,4,0.072111026,-0.000671892,2.34576344,592.3,0.190659667,0.170305431,2.633,-0.0198,0.140990504,2.4399,-0.0277,0.150941431,2.397,0.0067,0.238545127,0.006251,2739.504,0.007138,2454.326,0.005508,2097.136,0.003047,1293.043,0.091260299,2704.1,2.091408046,0.236
12/1/2018,5.35,0.019047619,0.249365862,24.95,3.235536266,0.341283161,0.406751522,2.841968016,-0.004266667,0.120374416,3.9,0.072111026,0.011210508,2.319195428,591.1,-0.319396282,0.171551819,2.686,-0.1027,0.118590284,2.5095,-0.1109,0.130057099,2.381,0.0076,0.245473149,0.05661,2722.486,0.028561,2436.931,0.017452,2085.648,0.003538,1289.115,0.11660282,2506.85,1.980661729,0.305
11/1/2018,5.25,0,0.25590797,19.39,2.894253105,-0.161162171,-0.148845973,2.186361737,0.003747323,0.12314851,3.8,0.088317609,0.00111096,2.232526458,593,-0.334934852,0.157068712,2.993,-0.0495,0.134311785,2.8226,-0.0523,0.151696869,2.363,0.0129,0.263470428,0.021458,2576.623,0.014917,2369.263,0.009218,2049.874,0.002183,1284.57,0.192685196,2760.17,1.992358609,0.63
10/1/2018,5.25,0.043737575,0.251804598,19.35,3.055415276,0.560558295,0.751650165,2.228075874,-0.002136752,0.131250397,3.8,0.089442719,0.001498638,2.276134387,595,0.176676346,0.123761412,3.149,0.0275,0.18084447,2.9783,0.008,0.207913446,2.333,0.0609,0.265803938,-0.032213,2522.495,-0.004347,2334.44,0.001461,2031.151,0.002158,1281.772,0.126743164,2711.74,2.004368638,0.816
9/1/2018,5.03,0.006,0.235324835,12.91,2.494856981,-0.059264738,-0.057542768,2.071784617,0.004830918,0.145101497,3.7,0.095131488,-0.001292605,2.357958008,594,0.116202518,0.140219182,3.065,0.0715,0.201974283,2.9546,0.079,0.241056798,2.199,0.0452,0.281034517,-0.033121,2606.457,-0.014807,2344.632,-0.007518,2028.187,0.000401,1279.012,0.144504916,2913.98,1.949407896,0.866
8/1/2018,5,0,0.256809484,12.55,2.554121719,0.00233554,0.00233827,2.136143135,0,0.154563903,3.8,0.093808315,0.002409584,2.406410237,593.3,0.055554233,0.146825554,2.86,-0.0342,0.231710571,2.7382,-0.0385,0.294394773,2.104,0.0349,0.299683833,0.015453,2695.743,0.010064,2379.871,0.007665,2043.551,0.00243,1278.5,0.073509413,2901.52,1.89096122,0.756
7/1/2018,5,0.022494888,0.256647185,13.15,2.551786179,-0.226411782,-0.202610317,2.329852241,0.001612903,0.162224125,3.8,0.093808315,0.003009645,2.403461347,593,0.006746326,0.15539952,2.962,0.0355,0.241554227,2.8479,0.0396,0.320355016,2.033,0.0589,0.313478973,-0.015182,2654.72,-0.005108,2356.158,-0.00233,2028.006,0.001438,1275.4,0.101401738,2816.29,1.921029919,0.929
6/1/2018,4.89,0.029473684,0.230834236,13.68,2.778197961,0.041884295,0.042773817,2.552745078,0.002695418,0.161867573,4,0.095131488,0.002468515,2.390674964,592.9,0.15938757,0.160943143,2.86,0,0.281009865,2.7395,0.0148,0.371250406,1.92,0.0026,0.322252213,0.009223,2695.645,0.00226,2368.255,0.000589,2032.742,0.001498,1273.569,0.004055573,2718.37,2.004299128,0.94
5/1/2018,4.75,0,0.201207466,14.12,2.736313666,-0.031890458,-0.03138732,2.623615326,0.007057546,0.152100113,3.8,0.115974135,0.002566512,2.366082747,592,0.415891693,0.159268175,2.86,-0.032,0.274900002,2.6995,-0.0361,0.374415133,1.915,0.0598,0.293107944,0.022025,2671.01,0.009592,2362.915,0.007578,2031.546,0.002171,1271.664,0.103937446,2705.27,2.046949916,0.945
4/1/2018,4.75,0.037117904,0.178686566,18.27,2.768204124,-0.226026973,-0.202303415,2.684826219,-0.00378583,0.162771141,4,0.09591663,0.0017446,2.326816667,589.5,0.397509156,0.170589922,2.955,0.0782,0.235394798,2.8006,0.0931,0.330694442,1.807,0.0536,0.263980555,-0.026111,2613.449,-0.015476,2340.465,-0.008743,2016.267,0.000733,1268.909,1.445707486,2648.05,2.101807982,1.148
3/1/2018,4.58,0.017777778,0.147888847,19.02,2.994231097,0.00602709,0.00604529,2.633245009,0.004891304,0.16297239,4,0.091923882,0.002970023,2.284248384,587.2,0.22611259,0.167575642,2.741,-0.0431,0.224365996,2.562,-0.0314,0.316270951,1.715,0.0338,0.230334756,0.032371,2683.518,0.012783,2377.256,0.006214,2034.05,0.001566,1267.98,1.274430898,2640.87,2.138724805,1.026
2/1/2018,4.5,0,0.155120025,22.46,2.988204007,0.38255574,0.466026588,2.033423714,0.001633097,0.153003268,4.1,0.089721792,0.002353919,2.200176763,585.9,0.453468997,0.16894315,2.864,0.0559,0.15696369,2.6451,0.0487,0.24864419,1.659,0.1324,0.201386444,-0.03529,2599.374,-0.013002,2347.251,-0.003601,2021.489,0.000361,1265.997,1.559920358,2713.83,2.144985513,1.205
1/1/2018,4.5,0.022727273,0.156190767,11.06,2.605648267,0.204123227,0.226449275,0.721494629,0.002182215,0.142501462,4,0.090553851,0.006714216,2.165743814,583.2,0.544774545,0.159316955,2.713,0.1277,0.093564951,2.5223,0.1432,0.160865021,1.465,0.0532,0.190974577,-0.036049,2694.461,-0.023598,2378.172,-0.012369,2028.794,0.000496,1265.54,1.546591132,2823.81,2.033854337,1.248
12/1/2017,4.4,0.035294118,0.159248234,10.26,2.401525041,-0.021506205,-0.021276596,0.520626546,0.007696537,0.124298029,4.1,0.070710678,0.001908708,2.103211612,580.1,-0.058783228,0.132224766,2.405,-0.004,0.09273283,2.2064,0.0298,0.127160111,1.391,0.0961,0.211484594,0.020232,2795.227,0.002222,2435.648,-0.000897,2054.203,0.000146,1264.913,1.415197754,2673.61,1.975245662,1.014
11/1/2017,4.25,0,0.183874958,10.54,2.423031246,0.102606235,0.10805501,0.694253556,0,0.119331471,4.2,0.079056942,0.000582262,2.173385904,580.4,0.002432469,0.130777198,2.415,0.0158,0.100054707,2.1425,0.0633,0.094581488,1.269,0.0997,0.225297063,0.012175,2739.795,-0.002607,2430.248,-0.003261,2056.047,-0.000667,1264.728,1.541600072,2647.58,1.934409884,1.146
10/1/2017,4.25,0,0.205558859,10.13,2.320425011,0.068081135,0.070452156,0.726608904,0.004417449,0.106583301,4.2,0.1,0.001703101,2.247857103,580.4,-0.06320421,0.152646769,2.378,0.0165,0.106641716,2.0149,0.039,0.084055173,1.154,0.0918,0.235207922,-0.001464,2706.839,-0.001133,2436.6,-0.001956,2062.774,0.00023,1265.572,1.630991923,2575.26,1.939304997,1.224
9/1/2017,4.25,0,0.229104537,10.44,2.252343877,-0.107566283,-0.101983003,0.934368503,0.001659292,0.111300394,4.3,0.106066017,0.000466821,2.312413626,580.8,0.529490589,0.145079291,2.339,0.103,0.108571738,1.9393,0.1373,0.080041797,1.057,0.0528,0.242472473,-0.02441,2710.808,-0.017151,2439.364,-0.008855,2066.817,-0.000121,1265.281,1.572035935,2519.36,1.972205255,1.282
8/1/2017,4.25,0,0.255745099,11.98,2.35991016,0.03165732,0.032163743,0.896819101,-0.000552792,0.101044545,4.4,0.111579568,0.000513767,2.352085579,577.7,0.29944523,0.145828967,2.121,-0.0764,0.184980149,1.7052,-0.0718,0.189442023,1.004,-0.0729,0.266287564,0.038103,2778.634,0.017123,2481.932,0.00776,2085.282,0.001338,1265.435,1.516803464,2471.65,2.043105165,1.117
7/1/2017,4.25,0.02905569,0.256558419,10.26,2.32825284,-0.085873628,-0.082289803,1.382381112,0.005,0.083559693,4.3,0.138564065,0.002012402,2.369192379,576,-0.068992264,0.141887007,2.296,-0.0033,0.289306239,1.8372,-0.0262,0.283007146,1.083,0.0607,0.258420007,-0.014681,2676.646,-0.000007,2440.149,0.004778,2069.225,0.00166,1263.744,1.538990429,2470.3,2.032685157,1.213
6/1/2017,4.13,0.0325,0.231816498,10.51,2.414126468,0.071359585,0.073967339,1.290032584,0.005586592,0.093979903,4.3,0.156364958,-0.000537911,2.358902403,576.4,0.090711101,0.134246379,2.304,0.0441,0.35305028,1.8867,0.0761,0.326606767,1.021,0.044,0.230215744,0.011944,2716.527,-0.001307,2440.166,-0.003845,2059.385,0.00032,1261.649,1.801029551,2423.41,2.017344324,1.283
5/1/2017,4,0,0.205739857,10.86,2.342766883,-0.038629391,-0.037892791,1.241093103,-0.002785515,0.106123618,4.4,0.148492424,0.006165286,2.339061641,575.8,0.085472183,0.134213431,2.206,-0.0362,0.416914979,1.7533,-0.0362,0.384728025,0.978,0.2179,0.191055577,0.019849,2684.464,0.007856,2443.36,0.004701,2067.334,0.00073,1261.246,1.808615078,2411.8,1.977649538,1.228
4/1/2017,4,0.030927835,0.184980479,13.14,2.381396273,-0.133877913,-0.125303153,1.123923532,0.003914989,0.107620733,4.4,0.135830777,0.000800716,2.258150951,575.4,0.296553337,0.151136975,2.289,-0.0419,0.450329324,1.8192,-0.0547,0.419624918,0.803,0.0538,0.163434798,0.01394,2632.217,0.011063,2424.314,0.007231,2057.661,0.000494,1260.326,2.085446967,2384.2,1.963145603,1.486
3/1/2017,3.88,0.034666667,0.143356587,11.9,2.515274186,-0.043502312,-0.042569659,1.096520703,0.001119821,0.10358035,4.4,0.119163753,0.003806057,2.225832631,573.6,0.081279787,0.15287945,2.389,-0.0033,0.43059624,1.9245,-0.0068,0.396546559,0.762,0.4085,0.116117948,-0.000788,2596.029,0.002424,2397.788,0.00322,2042.889,0.000026,1259.703,1.971783238,2362.72,1.921277614,1.627
2/1/2017,3.75,0,0.107310557,11.53,2.558776498,0.074703529,0.077564637,1.062549609,0,0.097348172,4.6,0.083666003,0.003201632,2.136157852,573.2,0.314611739,0.16099859,2.397,-0.0279,0.401104655,1.9376,0.0086,0.36290254,0.541,0.0444,0.112790859,0.0147,2598.076,0.007423,2391.989,0.000809,2036.332,0.000055,1259.671,2.253196272,2363.64,1.824029306,1.856
1/1/2017,3.75,0.03021978,0.086210337,11.61,2.484072969,-0.15783743,-0.146011396,1.113273416,0.001682557,0.09812124,4.7,0.090829511,0.00364173,2.022166867,571.4,0.582772789,0.170903442,2.466,0.0081,0.347088669,1.9211,-0.0067,0.317497951,0.518,0.0319,0.101816011,0.003438,2560.438,0.002167,2374.365,0.002885,2034.686,0.001536,1259.601,2.022787935,2278.87,1.774569243,1.948
12/1/2016,3.64,0.04,0.044271887,12.47,2.641910399,0.051893264,0.053263316,1.004040696,0.005073281,0.088449609,4.7,0.088317609,0.001454043,1.87436218,568.1,0.032732139,0.156101658,2.446,0.0235,0.269082164,1.934,0.0462,0.237767087,0.502,0.0351,0.07843497,-0.003585,2551.665,-0.003537,2369.23,0.00009,2028.832,0.000545,1257.67,2.032121651,2238.83,1.895866489,1.944
11/1/2016,3.5,0,0,15.24,2.590017134,-0.246719349,-0.218640048,1.667271339,-0.003370787,0.095968745,4.7,0.077459667,0.001623532,1.779985912,567.9,-0.155546087,0.154088526,2.39,0.3092,0.167064326,1.8486,0.4164,0.125669571,0.485,0.5696,0.044299987,-0.092558,2560.846,-0.040878,2377.64,-0.023927,2028.65,-0.00102,1256.985,2.081268875,2198.81,1.943835771,1.905
10/1/2016,3.5,0,0,14.59,2.836736483,0.249724611,0.283671859,1.955952918,0.003382187,0.090455637,4.9,0.06670832,0.000764599,1.695460492,568.8,0.124674851,0.131979427,1.826,0.1424,0.243938995,1.3051,0.1357,0.214260069,0.309,0.088,0.053402559,-0.052765,2822.049,-0.015542,2478.976,-0.006222,2078.379,0.000553,1258.268,2.349571067,2126.15,1.940769698,1.517
