Date,bond10,bond10pct,bond10std,bond5,bond5pct,bond5std,bond3,bond3pct,bond3std,commodity,commoditypct,commoditystd,SP500,SP500pct,SP500std,VIX,VIXpct,VIXstd
4/18/2021,1.559,-0.0194,0.171119711,0.8164,-0.0248,0.139506965,0.02,0.1111,0.011617233,494.1003,0.011,9.689354317,4180.17,-0.0013,117.7634106,17.33,0.066461538,3.805163801
4/11/2021,1.59,-0.0431,0.207729552,0.8372,-0.0331,0.169081901,0.018,0.3846,0.011373659,488.7238,0.0373,12.09793196,4185.47,0.0137,90.6649993,16.25,-0.02636315,3.667139409
4/4/2021,1.662,-0.0066,0.240174104,0.8659,-0.0443,0.189692602,0.013,-0.3596,0.013511481,471.1558,-0.0061,18.23896267,4128.8,0.0271,87.4915675,16.690001,-0.036930121,3.3433443
3/28/2021,1.673,-0.0007,0.250476191,0.906,0.0491,0.191429824,0.0203,0.015,0.01920677,474.0237,0,22.53184266,4019.87,0.0114,76.63779271,17.33,-0.081124121,4.728541691
3/21/2021,1.674,-0.0322,0.244960224,0.8636,-0.0265,0.185043925,0.02,1,0.022202102,474.0144,-0.0023,24.58322506,3974.54,0.0157,75.15967347,18.860001,-0.099761332,4.364666158
3/14/2021,1.73,0.0648,0.207493748,0.8871,0.0539,0.16028587,0.01,-0.6667,0.022125902,475.1012,-0.0348,26.11444514,3913.1,-0.0077,72.88682524,20.950001,0.012566457,4.109741304
3/7/2021,1.625,0.0305,0.192996718,0.8417,0.0479,0.140926862,0.03,-0.2105,0.022138202,492.216,0.0016,26.57636869,3943.34,0.0264,69.4591082,20.690001,-0.160989416,4.069576853
2/28/2021,1.577,0.1209,0.15756935,0.8032,0.1007,0.108501111,0.038,-0.0732,0.023151674,491.4321,0.0303,24.94225878,3841.94,0.0081,79.63765294,24.66,-0.117710228,3.950162701
2/21/2021,1.407,0.0499,0.134358104,0.7297,0.2638,0.066905755,0.041,0.2424,0.022989128,476.9869,0.0147,22.82314187,3811.15,-0.0245,86.36073031,27.950001,0.267573799,4.008152436
2/14/2021,1.34,0.1073,0.113106882,0.5774,0.1707,0.051955254,0.033,-0.1951,0.019748699,470.0881,0.0132,21.57154018,3906.71,-0.0071,88.61820756,22.049999,0.10415624,3.737810464
2/7/2021,1.21,0.0353,0.097920376,0.4932,0.0593,0.045704417,0.041,0.2424,0.017016659,463.95,0.0296,19.44444447,3934.83,0.0123,72.87769975,19.969999,-0.043124195,3.724790841
1/31/2021,1.169,0.0916,0.096782058,0.4656,0.094,0.044138118,0.033,-0.431,0.008912538,450.6114,0.0455,17.49081478,3886.83,0.0465,65.55636361,20.870001,-0.36929583,3.656880126
1/24/2021,1.071,-0.0137,0.103959608,0.4256,-0.0164,0.044636851,0.058,-0.2658,0.00652261,430.9947,0.0084,19.45973213,3714.24,-0.0331,85.81950289,33.09,0.510269283,3.65899022
1/17/2021,1.086,-0.0013,0.095584983,0.4327,-0.0421,0.043360311,0.079,-0.0247,0.007349225,427.4073,-0.01,21.57412417,3841.47,0.0194,82.43931997,21.91,-0.099835661,1.226213587
1/10/2021,1.087,-0.0284,0.087736284,0.4517,-0.0715,0.040301883,0.081,-0.0581,0.008369256,431.7415,0.0098,23.29404597,3768.25,-0.0148,94.99136298,24.34,0.128942538,1.24923477
1/3/2021,1.119,0.2206,0.051405145,0.4865,0.3484,0.021383142,0.086,0.0886,0.009082339,427.5555,0.0442,24.22540515,3824.68,0.0183,141.650976,21.559999,-0.052307736,1.348220738
12/27/2020,0.916,-0.0107,0.052867654,0.3608,-0.0082,0.020556221,0.079,-0.1124,0.0095038,409.458,0.0118,23.1498482,3756.07,0.0143,137.9293072,22.75,0.056665069,5.0827814
12/20/2020,0.926,-0.0193,0.065360199,0.3638,-0.0461,0.026745137,0.089,0.0349,0.010079683,404.6696,-0.0082,21.32427836,3703.06,-0.0017,133.5667658,21.530001,-0.001854381,5.172542808
12/13/2020,0.945,0.0538,0.064192765,0.3814,0.0481,0.028912927,0.086,0.2113,0.011199702,408.0172,0.0363,17.57911923,3709.41,0.0125,124.2112988,21.57,-0.074646035,5.128017125
12/6/2020,0.896,-0.0783,0.076337263,0.3639,-0.1389,0.039413162,0.071,-0.1235,0.009689055,393.7225,0.0133,17.46961125,3663.46,-0.0096,127.8862211,23.309999,0.121212019,4.977044483
11/29/2020,0.973,0.1547,0.07636033,0.4226,0.1462,0.044304308,0.081,0,0.00989332,388.5492,0.0013,15.30282137,3699.12,0.0167,122.4117166,20.790001,-0.002399184,4.957331009
11/22/2020,0.842,0.0217,0.080858999,0.3687,-0.0118,0.04813248,0.081,0.1912,0.009243015,388.0614,0.038,11.25775506,3638.35,0.0227,112.9309062,20.84,-0.120675143,4.622186554
11/15/2020,0.824,-0.082,0.087004534,0.3731,-0.0887,0.05372641,0.068,-0.2527,0.006587024,373.8664,0.0257,10.00435326,3557.54,-0.0077,106.6618504,23.700001,0.025974069,4.199388155
11/8/2020,0.898,0.0949,0.074945906,0.4094,0.1341,0.045991912,0.091,-0.0319,0.007862711,364.499,0.0426,9.09176716,3585.15,0.0216,87.83959422,23.1,-0.070796498,4.043725522
11/1/2020,0.82,-0.0613,0.071179273,0.361,-0.0609,0.045278992,0.094,0,0.007848567,349.6171,0.0259,9.56454221,3509.44,0.0732,87.63170367,24.860001,-0.346133588,3.888890107
10/25/2020,0.874,0.0385,0.060973947,0.3844,0.0297,0.038102349,0.094,0,0.007714345,340.7799,-0.0501,8.800949994,3269.96,-0.0564,76.1252881,38.02,0.380036348,4.101574383
10/18/2020,0.841,0.1234,0.042900919,0.3733,0.149,0.027203033,0.094,-0.0208,0.007454305,358.7681,-0.0106,8.540282725,3465.39,-0.0053,73.77011367,27.549999,0.005107588,2.401405953
10/11/2020,0.749,-0.0383,0.058100392,0.3249,-0.0458,0.02995964,0.096,-0.0495,0.007321202,362.6056,0.0056,7.904498146,3483.81,0.0019,68.20117204,27.41,0.0964,2.693361463
10/4/2020,0.779,0.1064,0.065944842,0.3405,0.1827,0.029184516,0.101,0.1099,0.007607745,360.5772,0.0685,7.6295974,3477.13,0.0384,68.08276153,25,-0.095186359,2.833854221
9/27/2020,0.704,0.0727,0.067916288,0.2879,0.0771,0.028380433,0.091,-0.099,0.007394442,337.4763,-0.0309,7.03077522,3348.44,0.0152,82.72095535,27.629999,0.047384384,2.843682448
9/20/2020,0.656,-0.0587,0.06838169,0.2673,-0.0571,0.028693476,0.101,0.1099,0.008819801,348.2298,-0.0274,7.882329627,3298.46,-0.0063,90.7411232,26.379999,0.021293031,2.725364453
9/13/2020,0.697,0.0419,0.066042831,0.2835,0.1197,0.030699374,0.091,-0.1875,0.011568156,358.0317,0.0498,7.485822285,3319.47,-0.0064,103.6271032,25.83,-0.038704911,2.694482122
9/6/2020,0.669,-0.0725,0.066042831,0.2532,-0.1577,0.031172074,0.112,0,0.015952708,341.0515,-0.0174,8.427642109,3340.97,-0.0251,121.0182427,26.870001,-0.126178829,2.787286019
8/30/2020,0.721,-0.0043,0.059829387,0.3006,0.1051,0.031152129,0.112,0.0769,0.019368072,347.1072,-0.0357,11.84075647,3426.96,-0.0231,145.2188668,30.75,0.339285773,2.856479124
8/23/2020,0.724,0.1385,0.055343373,0.272,0.0168,0.035287826,0.104,0.0833,0.022919182,359.9485,0.0186,10.71647431,3508.01,0.0326,126.0985229,22.959999,0.018633451,3.834050056
8/16/2020,0.636,-0.103,0.060902837,0.2675,-0.0966,0.038997555,0.096,-0.0303,0.025530156,353.3645,0.0034,11.82303774,3397.16,0.0072,122.418072,22.540001,0.022222314,4.743833413
8/9/2020,0.709,0.254,0.100111937,0.2961,0.2908,0.068866071,0.099,0,0.02537825,352.1706,0.0203,10.36991555,3372.85,0.0064,104.4623126,22.049999,-0.007203963,5.306346992
8/2/2020,0.566,0.0612,0.095095566,0.2294,0.0971,0.064124882,0.099,0.0532,0.022768399,345.1536,0.0157,11.91078068,3351.28,0.0245,90.02586629,22.209999,-0.091986921,5.043649081
7/26/2020,0.533,-0.0921,0.083409898,0.2091,-0.2369,0.053970193,0.094,-0.1376,0.01834969,339.821,-0.0064,14.48614538,3271.12,0.0173,94.66662981,24.459999,-0.053405611,4.582761821
7/19/2020,0.587,-0.0579,0.078379703,0.274,-0.0165,0.051607438,0.109,-0.0684,0.016141389,342.0064,0.0135,17.50932606,3215.63,-0.0028,114.2994979,25.84,0.00623053,4.327426029
7/12/2020,0.623,-0.0306,0.075542188,0.2786,-0.0833,0.049026955,0.117,-0.1136,0.016141389,337.4588,-0.0013,20.17939814,3224.73,0.0125,109.171613,25.68,-0.058996004,4.217366086
7/5/2020,0.643,-0.0393,0.07761164,0.3039,0.033,0.048560548,0.132,-0.0704,0.018837315,337.9027,0.0152,24.69238548,3185.04,0.0176,115.9713048,27.290001,-0.014089559,4.021834722
6/28/2020,0.669,0.0463,0.081726441,0.2942,-0.0206,0.047726989,0.142,-0.0207,0.019395303,332.8598,0.0464,29.42047013,3130.01,0.0402,119.1758554,27.68,-0.202994529,4.449803842
6/21/2020,0.64,-0.0778,0.081620327,0.3004,-0.0757,0.045419747,0.145,-0.0645,0.019425356,318.092,-0.0291,29.14423626,3009.05,-0.0286,123.0919242,34.73,-0.011104755,4.512298541
6/14/2020,0.694,-0.023,0.083021015,0.325,-0.0231,0.048427086,0.155,-0.0606,0.037640994,327.6412,0.0425,26.2326974,3097.74,0.0186,125.1999097,35.119999,-0.026877279,4.865404502
6/7/2020,0.71,-0.2054,0.086448765,0.3327,-0.2814,0.048326892,0.165,0.051,0.038219977,314.278,-0.0346,24.26736311,3041.31,-0.0478,182.452475,36.09,0.471859706,5.668688555
5/31/2020,0.893,0.3691,0.039361007,0.463,0.525,0.036526278,0.157,0.1056,0.053022113,325.544,0.0601,19.26030103,3193.93,0.0491,174.509196,24.52,-0.10868775,7.153685593
5/24/2020,0.653,-0.0073,0.08393516,0.3036,-0.0894,0.048838056,0.142,0.1639,0.058513151,307.0756,0.0307,15.93195597,3044.31,0.0301,218.0163992,27.51,-0.023082386,11.54149517
5/17/2020,0.657,0.0202,0.12822307,0.3334,0.071,0.120802401,0.122,-0.0161,0.078495647,297.9223,0.0448,16.02396442,2955.45,0.032,204.6678243,28.16,-0.116964538,13.82542566
5/10/2020,0.644,-0.0589,0.127713438,0.3113,-0.0674,0.12958129,0.124,0.0598,0.13517051,285.1523,0.0253,28.48970471,2863.7,-0.0226,215.8914554,31.889999,0.139742638,13.72407098
5/3/2020,0.685,0.1077,0.188399723,0.3338,-0.0541,0.199532665,0.117,0.0734,0.378239842,278.1284,0.0844,38.54229888,2929.8,0.035,218.5493603,27.98,-0.247647197,13.01500052
4/26/2020,0.618,0.0208,0.283248929,0.3529,-0.0589,0.317558356,0.109,-0.1066,0.546503878,256.4889,0.0623,51.59749047,2830.71,-0.0021,291.1526329,37.189999,0.03506816,11.65249768
4/19/2020,0.605,-0.0564,0.350326023,0.375,0.0475,0.395922306,0.122,-0.0161,0.642535334,241.446,-0.1077,55.49824757,2836.74,-0.0132,347.8695045,35.93,-0.058191399,14.85254113
4/12/2020,0.642,-0.1193,0.382780311,0.358,-0.1287,0.430182388,0.124,-0.4746,0.69121607,270.574,-0.0211,57.35934472,2874.56,0.0304,381.420543,38.150002,-0.08447315,17.76201805
4/5/2020,0.729,0.2155,0.390164937,0.4109,0.0648,0.431582389,0.236,1.2264,0.71537037,276.4104,0.0035,57.57545637,2789.82,0.121,394.5317762,41.669998,-0.109615408,19.76833042
3/29/2020,0.599,-0.1136,0.379319039,0.3859,-0.0365,0.428406601,0.106,6.0667,0.6934207,275.4447,0.0532,56.83421571,2488.65,-0.0208,377.6610502,46.799999,-0.285932281,20.91794651
3/22/2020,0.676,-0.2362,0.366184243,0.4005,-0.1667,0.407644696,0.015,-0.6053,0.621104214,261.5391,-0.0002,51.98590668,2541.47,0.1026,351.4975433,65.540001,-0.007571169,21.92808473
3/15/2020,0.885,-0.0993,0.354493316,0.4806,-0.3426,0.361913633,0.038,-0.8623,0.492717408,261.5861,-0.1234,40.00675886,2304.92,-0.1498,222.5789474,66.040001,0.141967815,20.12558634
3/8/2020,0.983,0.271,0.330229482,0.7311,0.1936,0.324957717,0.276,-0.4189,0.341550126,298.4005,-0.1354,30.88428726,2711.02,-0.0879,149.6602991,57.830002,0.378874663,16.12271806
3/1/2020,0.773,-0.3353,0.217882639,0.6125,-0.3563,0.217440417,0.475,-0.6304,0.086196223,345.1365,-0.0371,27.14998454,2972.37,0.0061,118.7504932,41.939999,0.045624482,11.2507562
2/23/2020,1.163,-0.2102,0.161148517,0.9516,-0.2804,0.150753906,1.285,-0.1758,0.019333621,358.4439,-0.1051,21.86058115,2954.22,-0.1149,56.06238471,40.110001,1.348360714,8.311890384
2/16/2020,1.473,-0.0727,0.141607007,1.3224,-0.0672,0.137816393,1.559,-0.0114,0.019520929,400.5355,0.0109,21.53944396,3337.75,-0.0125,63.60604038,17.08,0.248538012,2.157973586
2/9/2020,1.588,0.0042,0.133544167,1.4176,0.0095,0.132393773,1.577,0.0083,0.020274779,396.2265,0.026,20.15583589,3380.16,0.0158,61.15452523,13.68,-0.115707822,2.002897901
2/2/2020,1.582,0.0509,0.116662095,1.4043,0.0679,0.117080996,1.564,0.0064,0.023163429,386.197,-0.0067,16.83263882,3327.71,0.0317,61.75059805,15.47,-0.178874735,2.003986028
1/26/2020,1.505,-0.1071,0.063560645,1.315,-0.1284,0.058747081,1.554,0.015,0.025958086,388.8018,-0.043,12.07534075,3225.52,-0.0212,71.92386537,18.84,0.293956044,1.969960236
1/19/2020,1.686,-0.0763,0.045276435,1.5088,-0.0702,0.038842754,1.531,-0.0192,0.024708073,406.2654,-0.0484,10.19459526,3295.47,-0.0103,71.52682279,14.56,0.203305785,0.81572667
1/12/2020,1.825,0.003,0.058349141,1.6228,-0.0064,0.04903276,1.561,0.015,0.024756817,426.9116,-0.0075,10.52353363,3329.62,0.0197,61.47788423,12.1,-0.036624204,0.668610499
1/5/2020,1.82,0.0147,0.070739271,1.6332,0.0243,0.061315745,1.538,0.0118,0.025266579,430.1198,-0.0298,10.85290889,3265.35,0.0094,60.77232097,12.56,-0.104136947,0.672098703
12/29/2019,1.793,-0.0446,0.070419063,1.5945,-0.0498,0.058763288,1.52,-0.0281,0.04126392,443.3469,0.007,9.064608946,3234.85,-0.0016,66.31718829,14.02,0.043931497,0.686641585
12/22/2019,1.877,-0.0218,0.072059312,1.678,-0.0321,0.064468908,1.564,-0.0095,0.051179531,440.2722,0.0161,7.90211912,3240.02,0.0058,69.32002565,13.43,0.073541167,0.524654384
12/15/2019,1.919,0.0518,0.066773581,1.7337,0.0466,0.061623657,1.579,0.0096,0.059656796,433.2951,0.0122,6.66816059,3221.22,0.0165,69.05706485,12.51,-0.009501188,0.699812673
12/8/2019,1.824,-0.0103,0.107464154,1.6565,-0.0066,0.106012787,1.564,0.0269,0.068540013,428.0519,0.0126,7.384965844,3168.8,0.0073,72.89229089,12.63,-0.072687225,1.140121339
12/1/2019,1.843,0.0391,0.106995379,1.6675,0.0267,0.10324634,1.523,-0.0403,0.083406901,422.7379,0.0331,6.785668767,3145.91,0.0016,72.27503722,13.62,0.079239303,1.694493276
11/24/2019,1.774,0.0019,0.107194994,1.6242,0.0001,0.102530224,1.587,-0.0013,0.117598611,409.1913,-0.0233,6.824330561,3140.98,0.0099,64.65883545,12.62,0.022690438,2.074055599
11/17/2019,1.771,-0.0356,0.117530563,1.624,-0.0178,0.116174251,1.589,0.0127,0.145130171,418.9339,-0.0037,7.13414393,3110.29,-0.0033,57.86117237,12.34,0.02406639,2.07737975
11/10/2019,1.836,-0.0561,0.129994231,1.6534,-0.0555,0.125038052,1.569,0.0097,0.156942452,420.4984,0.0033,6.783821327,3120.46,0.0089,45.90022895,12.05,-0.001657001,1.992373226
11/3/2019,1.945,0.135,0.126203055,1.7506,0.1337,0.120330739,1.554,0.0137,0.157935606,419.1143,0.0054,7.177970026,3093.08,0.0085,39.38679903,12.07,-0.018699187,1.848224663
10/27/2019,1.714,-0.0476,0.135033165,1.5441,-0.0503,0.126529567,1.533,-0.0842,0.137877562,416.8819,0.0016,7.80954029,3066.91,0.0147,49.51581682,12.3,-0.027667984,2.105526053
10/20/2019,1.799,0.0262,0.130964329,1.6258,0.0383,0.124892692,1.674,0.0018,0.126389214,416.2253,0.0234,7.418256536,3022.55,0.0122,50.15677277,12.65,-0.112280702,2.296046299
10/13/2019,1.754,0.0112,0.130184314,1.5659,0.0065,0.125677729,1.671,-0.0065,0.116785463,406.698,-0.0067,7.434628572,2986.2,0.0054,49.44336922,14.25,-0.085365854,2.090853426
10/6/2019,1.734,0.1342,0.142262238,1.5558,0.1536,0.134411252,1.682,-0.0164,0.104956075,409.4207,0.0249,7.286017857,2970.27,0.0062,48.68542533,15.58,-0.085680805,1.963836674
9/29/2019,1.529,-0.0937,0.18521771,1.3487,-0.1383,0.156982062,1.71,-0.0484,0.091379307,399.4687,-0.0247,8.355309365,2952.01,-0.0033,55.71962013,17.040001,-0.010452846,1.914342409
9/22/2019,1.687,-0.02,0.214221173,1.5652,-0.0219,0.175523305,1.797,-0.0592,0.074935602,409.6001,-0.0187,8.992384815,2961.79,-0.0101,56.32459014,17.219999,0.124020822,2.476907591
9/15/2019,1.722,-0.0945,0.244101436,1.6002,-0.0895,0.196418501,1.91,-0.026,0.084270464,417.4134,0.0336,12.53965961,2992.07,-0.0051,58.52785993,15.32,0.114992722,2.557664127
9/8/2019,1.901,0.2185,0.254754871,1.7574,0.2279,0.204119695,1.961,-0.0015,0.10312048,403.8298,-0.0016,13.37110308,3007.39,0.0096,56.95226294,13.74,-0.084,2.841713921
