Date,b30,b30ret,b1,b1ret,bond10,bond10pct,bond10std,bond5,bond5pct,bond5std,bond3,bond3pct,bond3std,commoditypct,commoditylog_std,VIXpct,VIXstd,log_VIX,log_return_VIX,log_commodity,log_return_commodity,yield_diff,SP500pct
3/7/2021,2.309,0.072,0.025,-0.17,1.625,0.0305,0.192996718,0.8417,0.0479,0.140926862,0.03,-0.2105,0.022138202,0.0016,1.42449564,-0.160989416,4.069576853,3.02965054,-0.012488154,6.198917645,0.035389811,1.595,0.026
2/28/2021,2.154,0.009,0.03,0,1.577,0.1209,0.15756935,0.8032,0.1007,0.108501111,0.038,-0.0732,0.023151674,0.0303,1.396935781,-0.117710228,3.950162701,3.205182498,0.175531958,6.197323782,-0.001593863,1.539,0.008
2/21/2021,2.135,0.061,0.03,0.3,1.407,0.0499,0.134358104,0.7297,0.2638,0.066905755,0.041,0.2424,0.022989128,0.0147,1.35837543,0.267573799,4.008152436,3.330417235,0.125234738,6.167489027,-0.029834754,1.366,-0.025
2/14/2021,2.011,0.018,0.023,-0.23,1.34,0.1073,0.113106882,0.5774,0.1707,0.051955254,0.033,-0.1951,0.019748699,0.0132,1.333881154,0.10415624,3.737810464,3.093312557,-0.237104679,6.152920124,-0.014568903,1.307,-0.007
2/7/2021,1.977,0.077,0.03,0,1.21,0.0353,0.097920376,0.4932,0.0593,0.045704417,0.041,0.2424,0.017016659,0.0296,1.28879554,-0.043124195,3.724790841,2.994231097,-0.099081459,6.139776788,-0.013143336,1.169,0.012
1/31/2021,1.835,-0.006,0.03,-0.46,1.169,0.0916,0.096782058,0.4656,0.094,0.044138118,0.033,-0.431,0.008912538,0.0455,1.242810041,-0.36929583,3.656880126,3.038312769,0.044081672,6.110605327,-0.029171461,1.136,0.047
1/24/2021,1.847,0.004,0.056,-0.21,1.071,-0.0137,0.103959608,0.4256,-0.0164,0.044636851,0.058,-0.2658,0.00652261,0.0084,1.289136858,0.510269283,3.65899022,3.499231122,0.460918353,6.066095793,-0.044509534,1.013,-0.033
1/17/2021,1.839,-0.019,0.071,-0.07,1.086,-0.0013,0.095584983,0.4327,-0.0421,0.043360311,0.079,-0.0247,0.007349225,-0.01,1.333933174,-0.099835661,1.226213587,3.086943154,-0.412287968,6.057737423,-0.00835837,1.007,0.019
1/10/2021,1.875,0.139,0.076,-0.12,1.087,-0.0284,0.087736284,0.4517,-0.0715,0.040301883,0.081,-0.0581,0.008369256,0.0098,1.367244928,0.128942538,1.24923477,3.192121088,0.105177934,6.06782703,0.010089607,1.006,-0.015
1/3/2021,1.646,-0.01,0.086,0.54,1.119,0.2206,0.051405145,0.4865,0.3484,0.021383142,0.086,0.0886,0.009082339,0.0442,1.384271049,-0.052307736,1.348220738,3.0708397,-0.121281388,6.058084105,-0.009742925,1.033,0.018
12/27/2020,1.662,-0.016,0.056,-0.31,0.916,-0.0107,0.052867654,0.3608,-0.0082,0.020556221,0.079,-0.1124,0.0095038,0.0118,1.364548148,0.056665069,5.0827814,3.124565145,0.053725446,6.014834334,-0.043249771,0.837,0.014
12/20/2020,1.69,0.038,0.081,0,0.926,-0.0193,0.065360199,0.3638,-0.0461,0.026745137,0.089,0.0349,0.010079683,-0.0082,1.328874343,-0.001854381,5.172542808,3.069447358,-0.055117788,6.003070932,-0.011763402,0.837,-0.002
12/13/2020,1.628,-0.065,0.081,0.07,0.945,0.0538,0.064192765,0.3814,0.0481,0.028912927,0.086,0.2113,0.011199702,0.0363,1.244997112,-0.074646035,5.128017125,3.07130346,0.001856103,6.01130933,0.008238399,0.859,0.013
12/6/2020,1.741,0.105,0.076,0,0.896,-0.0783,0.076337263,0.3639,-0.1389,0.039413162,0.071,-0.1235,0.009689055,0.0133,1.242283241,0.121212019,4.977044483,3.14888241,0.07757895,5.975646346,-0.035662984,0.825,-0.01
11/29/2020,1.576,0.039,0.076,-0.12,0.973,0.1547,0.07636033,0.4226,0.1462,0.044304308,0.081,0,0.00989332,0.0013,1.184771509,-0.002399184,4.957331009,3.03447215,-0.11441026,5.962419803,-0.013226544,0.892,0.017
11/22/2020,1.516,-0.08,0.086,0.13,0.842,0.0217,0.080858999,0.3687,-0.0118,0.04813248,0.081,0.1912,0.009243015,0.038,1.051451795,-0.120675143,4.622186554,3.036874217,0.002402067,5.961163575,-0.001256228,0.761,0.023
11/15/2020,1.648,0.029,0.076,-0.16,0.824,-0.082,0.087004534,0.3731,-0.0887,0.05372641,0.068,-0.2527,0.006587024,0.0257,1.000189019,0.025974069,4.199388155,3.16547509,0.128600873,5.923898514,-0.03726506,0.756,-0.008
11/8/2020,1.601,-0.035,0.091,0.06,0.898,0.0949,0.074945906,0.4094,0.1341,0.045991912,0.091,-0.0319,0.007862711,0.0426,0.958648305,-0.070796498,4.043725522,3.139832618,-0.025642473,5.898523808,-0.025374706,0.807,0.022
11/1/2020,1.658,0.011,0.086,0.02,0.82,-0.0613,0.071179273,0.361,-0.0609,0.045278992,0.094,0,0.007848567,0.0259,0.980664188,-0.346133588,3.888890107,3.213260126,0.073427509,5.856838556,-0.041685252,0.726,0.073
10/25/2020,1.641,0.069,0.084,0.04,0.874,0.0385,0.060973947,0.3844,0.0297,0.038102349,0.094,0,0.007714345,-0.0501,0.944529553,0.380036348,4.101574383,3.638112337,0.424852211,5.831236814,-0.025601741,0.78,-0.056
10/18/2020,1.535,-0.027,0.081,-0.11,0.841,0.1234,0.042900919,0.3733,0.149,0.027203033,0.094,-0.0208,0.007454305,-0.0106,0.931472248,0.005107588,2.401405953,3.316002499,-0.322109838,5.882676219,0.051439404,0.747,-0.005
10/11/2020,1.577,0.057,0.091,-0.03,0.749,-0.0383,0.058100392,0.3249,-0.0458,0.02995964,0.096,-0.0495,0.007321202,0.0056,0.897874302,0.0964,2.693361463,3.31090791,-0.005094589,5.893315742,0.010639523,0.653,0.002
10/4/2020,1.492,0.064,0.094,0.06,0.779,0.1064,0.065944842,0.3405,0.1827,0.029184516,0.101,0.1099,0.007607745,0.0685,0.882501622,-0.095186359,2.833854221,3.218875825,-0.092032085,5.887706081,-0.005609661,0.678,0.038
9/27/2020,1.402,-0.037,0.089,0.1,0.704,0.0727,0.067916288,0.2879,0.0771,0.028380433,0.091,-0.099,0.007394442,-0.0309,0.847003213,0.047384384,2.843682448,3.318902103,0.100026278,5.821495286,-0.066210795,0.613,0.015
9/20/2020,1.455,0.029,0.081,-0.06,0.656,-0.0587,0.06838169,0.2673,-0.0571,0.028693476,0.101,0.1099,0.008819801,-0.0274,0.896654592,0.021293031,2.725364453,3.272606109,-0.046295993,5.852862607,0.031367321,0.555,-0.006
9/13/2020,1.413,-0.041,0.086,-0.1,0.697,0.0419,0.066042831,0.2835,0.1197,0.030699374,0.091,-0.1875,0.011568156,0.0498,0.874239513,-0.038704911,2.694482122,3.251536607,-0.021069502,5.88062153,0.027758923,0.606,-0.006
9/6/2020,1.473,-0.021,0.096,-0.05,0.669,-0.0725,0.066042831,0.2532,-0.1577,0.031172074,0.112,0,0.015952708,-0.0174,0.925706084,-0.126178829,2.787286019,3.29101046,0.039473853,5.832033492,-0.048588038,0.557,-0.025
8/30/2020,1.506,0.116,0.101,0.17,0.721,-0.0043,0.059829387,0.3006,0.1051,0.031152129,0.112,0.0769,0.019368072,-0.0357,1.073379449,0.339285773,2.856479124,3.425889994,0.134879534,5.849633666,0.017600174,0.609,-0.023
8/23/2020,1.349,-0.066,0.086,0.06,0.724,0.1385,0.055343373,0.272,0.0168,0.035287826,0.104,0.0833,0.022919182,0.0186,1.030051927,0.018633451,3.834050056,3.133753528,-0.292136466,5.885960966,0.0363273,0.62,0.033
8/16/2020,1.444,0.17,0.081,-0.11,0.636,-0.103,0.060902837,0.2675,-0.0966,0.038997555,0.096,-0.0303,0.025530156,0.0034,1.072729076,0.022222314,4.743833413,3.115291553,-0.018461975,5.867500102,-0.018460864,0.54,0.007
8/9/2020,1.234,0.032,0.091,0.12,0.709,0.254,0.100111937,0.2961,0.2908,0.068866071,0.099,0,0.02537825,0.0203,1.01577522,-0.007203963,5.306346992,3.093312557,-0.021978996,5.864115717,-0.003384385,0.61,0.006
8/2/2020,1.196,-0.025,0.081,-0.16,0.566,0.0612,0.095095566,0.2294,0.0971,0.064124882,0.099,0.0532,0.022768399,0.0157,1.075940228,-0.091986921,5.043649081,3.100542593,0.007230036,5.843989535,-0.020126182,0.467,0.025
7/26/2020,1.226,-0.076,0.096,0.05,0.533,-0.0921,0.083409898,0.2091,-0.2369,0.053970193,0.094,-0.1376,0.01834969,-0.0064,1.160952839,-0.053405611,4.582761821,3.197039089,0.096496496,5.828419008,-0.015570527,0.439,0.017
7/19/2020,1.327,-0.004,0.091,-0.19,0.587,-0.0579,0.078379703,0.274,-0.0165,0.051607438,0.109,-0.0684,0.016141389,0.0135,1.24326943,0.00623053,4.327426029,3.251923679,0.05488459,5.83482945,0.006410442,0.478,-0.003
7/12/2020,1.333,-0.068,0.112,0.08,0.623,-0.0306,0.075542188,0.2786,-0.0833,0.049026955,0.117,-0.1136,0.016141389,-0.0013,1.304908209,-0.058996004,4.217366086,3.245712479,-0.0062112,5.821443429,-0.013386022,0.506,0.013
7/5/2020,1.429,0.042,0.104,-0.16,0.643,-0.0393,0.07761164,0.3039,0.033,0.048560548,0.132,-0.0704,0.018837315,0.0152,1.392563048,-0.014089559,4.021834722,3.306520371,0.060807893,5.822757984,0.001314555,0.511,0.018
6/28/2020,1.371,-0.062,0.124,0.06,0.669,0.0463,0.081726441,0.2942,-0.0206,0.047726989,0.142,-0.0207,0.019395303,0.0464,1.468649608,-0.202994529,4.449803842,3.320710131,0.014189759,5.80772138,-0.015036604,0.527,0.04
6/21/2020,1.462,0.001,0.117,-0.11,0.64,-0.0778,0.081620327,0.3004,-0.0757,0.045419747,0.145,-0.0645,0.019425356,-0.0291,1.464552679,-0.011104755,4.512298541,3.547603867,0.226893736,5.762340649,-0.045380731,0.495,-0.029
6/14/2020,1.461,-0.125,0.132,-0.08,0.694,-0.023,0.083021015,0.325,-0.0231,0.048427086,0.155,-0.0606,0.037640994,0.0425,1.41884295,-0.026877279,4.865404502,3.55877074,0.011166874,5.791919107,0.029578458,0.539,0.019
6/7/2020,1.669,0.183,0.144,0.07,0.71,-0.2054,0.086448765,0.3327,-0.2814,0.048326892,0.165,0.051,0.038219977,-0.0346,1.385022588,0.471859706,5.668688555,3.586015819,0.027245078,5.750277945,-0.041641163,0.545,-0.048
5/31/2020,1.411,0.03,0.134,0.04,0.893,0.3691,0.039361007,0.463,0.525,0.036526278,0.157,0.1056,0.053022113,0.0601,1.284663071,-0.10868775,7.153685593,3.199489111,-0.386526708,5.785497629,0.035219685,0.736,0.049
5/24/2020,1.37,0.035,0.129,0.34,0.653,-0.0073,0.08393516,0.3036,-0.0894,0.048838056,0.142,0.1639,0.058513151,0.0307,1.202269098,-0.023082386,11.54149517,3.314549575,0.115060464,5.727093971,-0.058403658,0.511,0.03
5/17/2020,1.325,-0.044,0.096,0.02,0.657,0.0202,0.12822307,0.3334,0.071,0.120802401,0.122,-0.0161,0.078495647,0.0448,1.204769972,-0.116964538,13.82542566,3.337902531,0.023352956,5.696832714,-0.030261257,0.535,0.032
5/10/2020,1.386,0.106,0.094,-0.02,0.644,-0.0589,0.127713438,0.3113,-0.0674,0.12958129,0.124,0.0598,0.13517051,0.0253,1.454687948,0.139742638,13.72407098,3.46229245,0.124389918,5.653023424,-0.043809291,0.52,-0.023
5/3/2020,1.253,0.066,0.096,-0.05,0.685,0.1077,0.188399723,0.3338,-0.0541,0.199532665,0.117,0.0734,0.378239842,0.0844,1.585937615,-0.247647197,13.01500052,3.331489969,-0.13080248,5.628082878,-0.024940546,0.568,0.035
4/26/2020,1.175,-0.071,0.101,0.05,0.618,0.0208,0.283248929,0.3529,-0.0589,0.317558356,0.109,-0.1066,0.546503878,0.0623,1.71262858,0.03506816,11.65249768,3.616039881,0.284549912,5.547085389,-0.080997489,0.509,-0.002
4/19/2020,1.265,-0.065,0.096,-0.27,0.605,-0.0564,0.350326023,0.375,0.0475,0.395922306,0.122,-0.0161,0.642535334,-0.1077,1.74427927,-0.058191399,14.85254113,3.581572601,-0.03446728,5.486645846,-0.060439543,0.483,-0.013
4/12/2020,1.353,0.112,0.132,-0.28,0.642,-0.1193,0.382780311,0.358,-0.1287,0.430182388,0.124,-0.4746,0.69121607,-0.0211,1.758604181,-0.08447315,17.76201805,3.64152581,0.059953209,5.600545628,0.113899783,0.518,0.03
4/5/2020,1.217,-0.022,0.183,0.68,0.729,0.2155,0.390164937,0.4109,0.0648,0.431582389,0.236,1.2264,0.71537037,0.0035,1.760237389,-0.109615408,19.76833042,3.729781397,0.088255587,5.621886718,0.021341089,0.493,0.121
3/29/2020,1.244,-0.155,0.109,7.38,0.599,-0.1136,0.379319039,0.3859,-0.0365,0.428406601,0.106,6.0667,0.6934207,0.0532,1.754609871,-0.285932281,20.91794651,3.845883182,0.116101784,5.618386882,-0.003499835,0.493,-0.021
3/22/2020,1.473,-0.078,0.013,-0.48,0.676,-0.2362,0.366184243,0.4005,-0.1667,0.407644696,0.015,-0.6053,0.621104214,-0.0002,1.715885623,-0.007571169,21.92808473,4.182660659,0.336777477,5.566583794,-0.051803088,0.661,0.103
3/15/2020,1.597,0.232,0.025,-0.94,0.885,-0.0993,0.354493316,0.4806,-0.3426,0.361913633,0.038,-0.8623,0.492717408,-0.1234,1.602133369,0.141967815,20.12558634,4.190260634,0.007599976,5.566763484,0.000179689,0.847,-0.15
3/8/2020,1.297,-0.23,0.39,-0.5,0.983,0.271,0.330229482,0.7311,0.1936,0.324957717,0.276,-0.4189,0.341550126,-0.1354,1.489737583,0.378874663,16.12271806,4.057507707,-0.132752927,5.698436544,0.13167306,0.707,-0.088
3/1/2020,1.684,-0.121,0.786,-0.46,0.773,-0.3353,0.217882639,0.6125,-0.3563,0.217440417,0.475,-0.6304,0.086196223,-0.0371,1.433769587,0.045624482,11.2507562,3.736240002,-0.321267705,5.843939991,0.145503447,0.298,0.006
2/23/2020,1.917,-0.06,1.444,-0.1,1.163,-0.2102,0.161148517,0.9516,-0.2804,0.150753906,1.285,-0.1758,0.019333621,-0.1051,1.339661703,1.348360714,8.311890384,3.691625705,-0.044614297,5.881772162,0.037832171,-0.122,-0.115
2/16/2020,2.038,-0.004,1.601,0.01,1.473,-0.0727,0.141607007,1.3224,-0.0672,0.137816393,1.559,-0.0114,0.019520929,0.0109,1.333234488,0.248538012,2.157973586,2.837908188,-0.853717516,5.992802402,0.111030239,-0.086,-0.013
2/9/2020,2.046,0.024,1.593,0.01,1.588,0.0042,0.133544167,1.4176,0.0095,0.132393773,1.577,0.0083,0.020274779,0.026,1.304400814,-0.115707822,2.002897901,2.615934912,-0.221973276,5.981986017,-0.010816384,0.011,0.016
2/2/2020,1.997,-0.065,1.578,0.01,1.582,0.0509,0.116662095,1.4043,0.0679,0.117080996,1.564,0.0064,0.023163429,-0.0067,1.226152205,-0.178874735,2.003986028,2.738902665,0.122967752,5.956347602,-0.025638415,0.018,0.032
1/26/2020,2.135,-0.066,1.568,0.02,1.505,-0.1071,0.063560645,1.315,-0.1284,0.058747081,1.554,0.015,0.025958086,-0.043,1.081899395,0.293956044,1.969960236,2.935982269,0.197079605,5.963069702,0.0067221,-0.049,-0.021
1/19/2020,2.285,0.003,1.537,0,1.686,-0.0763,0.045276435,1.5088,-0.0702,0.038842754,1.531,-0.0192,0.024708073,-0.0484,1.008369988,0.203305785,0.81572667,2.678278043,-0.257704226,6.007006641,0.043936938,0.155,-0.01
1/12/2020,2.279,0.013,1.534,0.01,1.825,0.003,0.058349141,1.6228,-0.0064,0.04903276,1.561,0.015,0.024756817,-0.0075,1.022161593,-0.036624204,0.668610499,2.493205453,-0.18507259,6.056576966,0.049570325,0.264,0.02
1/5/2020,2.249,-0.029,1.522,0,1.82,0.0147,0.070739271,1.6332,0.0243,0.061315745,1.538,0.0118,0.025266579,-0.0298,1.035546157,-0.104136947,0.672098703,2.530517161,0.037311708,6.064063775,0.007486809,0.282,0.009
12/29/2019,2.318,-0.011,1.524,-0.03,1.793,-0.0446,0.070419063,1.5945,-0.0498,0.058763288,1.52,-0.0281,0.04126392,0.007,0.957349073,0.043931497,0.686641585,2.640484882,0.109967721,6.094352534,0.030288759,0.273,-0.002
12/22/2019,2.344,0.04,1.575,0.01,1.877,-0.0218,0.072059312,1.678,-0.0321,0.064468908,1.564,-0.0095,0.051179531,0.0161,0.897743572,0.073541167,0.524654384,2.597491011,-0.042993871,6.087393172,-0.006959362,0.313,0.006
12/15/2019,2.254,-0.013,1.56,0,1.919,0.0518,0.066773581,1.7337,0.0466,0.061623657,1.579,0.0096,0.059656796,0.0122,0.82400605,-0.009501188,0.699812673,2.526528324,-0.070962686,6.07141902,-0.015974152,0.34,0.017
