Date,MPRIME,MPRIMEpct,MPRIMEstd,VIXlog,VIXlog_return,VIXpct,VIXstd,RealGDPpct,RealGDPstd,UNRATEpct,UNRATEstd,incomepct,incomelog_std,CPIpct,CPIstd,bond10,bond10pct,bond10std,bond5,bond5pct,bond5std,bond3,bond3pct,bond3std,commoditylog,commoditylog_return,commoditypct,commoditystd,SP500pct,SP500log_std,yield_diff,b30ret,b30std,b1ret,b1std,risk free
2/1/2021,3.25,0,0,3.330417235,-0.168813887,-0.155333908,3.40840611,0.02356722,0.791471204,6.2,1.583414033,-0.084800406,3.021016493,0.547438279,0.160508515,1.407,0.3138,0.161769555,0.7297,0.7145,0.065554727,0.041,-0.2931,0.02728064,6.167489027,0.101393234,0.1067,50.22233012,0.0261,2.46148413,1.366,-0.072436,90.55629516,-0.000185,0.38090725,0.055765263
1/1/2021,3.25,0,0,3.499231122,0.374665977,0.454505495,3.669783828,-0.002137894,0.861848143,6.4,1.980517609,0.103685493,3.118533741,0.425378349,0.238405963,1.071,0.1681,0.120100698,0.4256,0.1796,0.058335429,0.058,-0.2658,0.02441789,6.066095793,0.051261459,0.0526,49.6064745,-0.0111,2.541860308,1.013,-0.038203,222.3153983,0.000107,0.27075881,0.04816259
12/1/2020,3.25,0,0.167600716,3.124565145,0.100731442,0.105979582,6.475072027,-0.011621764,0.904547155,6.7,2.15973378,0.001858053,3.117996074,0.094147847,0.238145004,0.916,0.0882,0.177149936,0.3608,-0.0085,0.209085122,0.079,-0.0247,0.371951923,6.014834334,0.060049331,0.0619,43.05067335,0.0371,2.486614143,0.837,-0.019274,205.0504295,0.000297,0.12548041,0.03548671
11/1/2020,3.25,0,0.485204424,3.023833704,-0.614278633,-0.458968964,6.493945952,0.00798722,0.930378656,6.7,2.421662652,-0.013049875,3.136666027,-0.061062722,0.242090964,0.842,-0.0361,0.299899539,0.3639,-0.0533,0.362010876,0.081,-0.1383,0.554170491,5.954785002,0.123548188,0.1315,43.53820516,0.1075,2.420271813,0.761,0.02261,110.2915058,0.00052,0.282977031,0.035487695
10/1/2020,3.25,0,0.626703013,3.638112337,0.365885299,0.441789858,6.65661818,0.010764263,0.962609878,6.9,2.638569688,-0.004985997,3.157965679,0.041493776,0.246978494,0.874,0.2742,0.462806907,0.3844,0.3807,0.525574077,0.094,-0.0208,0.65525615,5.831236814,-0.027204782,-0.0268,55.44865001,-0.0277,2.416701148,0.78,-0.046765,45.98753442,-0.000086,0.558752181,0.005069467
9/1/2020,3.25,0,0.707170418,3.272227038,-0.001515688,-0.00151454,7.49134798,0.013638843,0.991824357,7.9,2.817303676,0.005547022,3.188435015,0.139274694,0.250989974,0.686,-0.0293,0.526793919,0.2784,0.0353,0.599820262,0.096,-0.0943,0.714553699,5.858441597,-0.022680322,-0.0224,59.88893087,-0.0392,2.392714654,0.59,0.005791,91.78806412,0.000174,0.376310156,0.007604246
8/1/2020,3.25,0,0.746607885,3.273742726,0.076703637,0.079722039,8.307488056,0.009917355,1.013235193,8.4,2.971439045,-0.037199844,3.209033662,0.315321052,0.253550017,0.706,0.3251,0.55215659,0.2689,0.286,0.620685161,0.106,0.1277,0.732924954,5.881121919,0.052702911,0.0541,63.16629171,0.0701,2.305850897,0.6,-0.06758,100.0009939,0.000005,0.117503191,0.005069467
7/1/2020,3.25,0,0.779544739,3.197039089,-0.218389875,-0.196188005,8.898567732,0.055846422,1.017961471,10.2,3.080105518,0.005722431,3.227192606,0.50582435,0.250519905,0.533,-0.1894,0.534292429,0.2091,-0.2735,0.607732091,0.094,-0.3605,0.748003268,5.828419008,0.043108775,0.0441,65.3735209,0.0551,2.272718683,0.439,0.056713,157.0394317,0.000759,0.137442109,0.010139047
6/1/2020,3.25,0,0.787090987,3.415428964,0.100879389,0.106143221,9.176209336,0.045620438,0.88768175,11,3.07411776,-0.017017302,3.223814179,0.547204693,0.230804357,0.658,0.0078,0.498508899,0.2878,-0.052,0.563045555,0.147,0.0352,0.744441625,5.785310233,0.058216262,0.0599,65.71319279,0.0184,2.27240202,0.511,0.000237,149.2212018,0.000373,0.592946316,0.015208453
5/1/2020,3.25,0,0.753334071,3.314549575,-0.21621307,-0.194436358,9.223907021,-0.100656455,0.294852129,13.2,2.921309638,-0.048774363,3.214317127,0.001950162,0.198660585,0.653,0.0108,0.481312107,0.3036,-0.1694,0.525501741,0.142,0.3396,0.697844626,5.727093971,0.177844361,0.1946,65.11342759,0.0453,2.271327405,0.511,-0.023604,129.839417,-0.000148,0.778172432,0.065908165
4/1/2020,3.25,-0.14021164,0.682101328,3.530762645,-0.449666412,-0.362159108,9.37787161,-0.055297158,0.106687498,14.7,2.344952025,0.156590706,3.168803541,-0.668694187,0.2020716,0.646,-0.0334,0.415462473,0.3655,-0.0217,0.440537291,0.106,-0.197,0.571084748,5.549249611,0.005864396,0.0059,52.09314057,0.1268,2.268413822,0.54,0.009765,54.94842668,0.000056,0.253319956,0.030417083
3/1/2020,3.78,-0.204210526,0.50051196,3.980429057,0.288803352,0.334829211,9.192152355,0.006763788,0.107600083,4.4,0.179025138,-0.015246518,2.309122946,-0.217645103,0.124237793,0.668,-0.4259,0.29518546,0.3736,-0.6074,0.282987123,0.132,-0.8973,0.334569857,5.543385214,-0.338386948,-0.2871,21.64218925,-0.1251,2.168929162,0.536,0.085425,48.0787648,0.009605,0.100500415,0.038022624
2/1/2020,4.75,0,0.334313559,3.691625705,0.755643436,1.128980945,5.359164293,0,0.131356174,3.5,0.049497475,0.00590891,2.343070016,0.274061813,0.104929085,1.163,-0.2271,0.310030895,0.9516,-0.2763,0.27992584,1.285,-0.1731,0.339579544,5.881772162,-0.08129754,-0.0781,17.88570665,-0.0841,2.170156842,-0.122,0.074637,194.6269413,0.004675,7.430303919,0.053230412
1/1/2020,4.75,0,0.333939449,2.935982269,0.312764004,0.367198839,1.680798691,0,0.141456707,3.5,0.04472136,0.008616071,2.219354853,0.387976994,0.133538543,1.505,-0.2158,0.322857795,1.315,-0.2231,0.295043097,1.554,-0.0013,0.348351929,5.963069702,-0.115074479,-0.1087,16.34287072,-0.0016,2.138960248,-0.049,0.089398,286.7849533,0.002563,9.713608873,0.053232668
12/1/2019,4.75,0,0.314269877,2.623218266,0.087935408,0.091917591,1.543906649,0.003131524,0.134759044,3.6,0.055226805,-0.003203987,2.075129548,-0.090976953,0.1531855,1.919,0.0818,0.400675042,1.6927,0.0422,0.372743788,1.556,-0.0195,0.338803516,6.078144182,0.063961409,0.0661,15.45964749,0.0286,2.06807547,0.363,-0.036467,269.6273282,0.00175,4.875791936,0.050695618
11/1/2019,4.75,-0.048096192,0.271137521,2.535282857,-0.046447977,-0.045385779,1.513554671,0.001044932,0.140874254,3.6,0.065192024,0.003908955,2.056227508,-0.053624303,0.148951827,1.774,0.0513,0.428340739,1.6242,0.07,0.403052028,1.587,0.0265,0.304055624,6.014182773,0.004116319,0.0041,15.54707807,0.034,2.048214387,0.187,-0.004773,141.7001944,0.000411,2.875017275,0.078584159
10/1/2019,4.99,-0.031067961,0.189117835,2.581730834,-0.2057465,-0.185960591,1.396764204,0.001569859,0.149681143,3.6,0.09721111,0.000424581,1.939101282,0.228619055,0.135183309,1.688,0.0117,0.431127578,1.5179,-0.0179,0.408752253,1.546,-0.1529,0.221070351,6.010066454,0.009610947,0.0097,20.69061407,0.0204,2.181407096,0.142,-0.012836,73.95643601,0.003283,1.519306092,0.070974372
9/1/2019,5.15,-0.019047619,0.129636243,2.787477335,-0.155908458,-0.144362487,2.383377906,0.001047669,0.13800161,3.5,0.103923048,0.001521866,1.895138359,0.078344858,0.180168776,1.668,0.1124,0.443964013,1.5456,0.1108,0.434976502,1.825,-0.0815,0.167895768,6.000455507,0.016372889,0.0165,20.53993551,0.0172,2.160500393,-0.157,-0.03048,30.29548906,0.000941,2.671426648,0.078584244
8/1/2019,5.25,-0.045454545,0.108140855,2.943385793,0.163324994,0.177419282,2.390680184,0.001048768,0.125737822,3.7,0.090829511,0.004496201,2.046962955,-0.005066824,0.211185069,1.499,-0.2531,0.392641539,1.3914,-0.2365,0.408004665,1.987,-0.047,0.12869883,5.984082618,-0.061962677,-0.0601,23.21727276,-0.0181,2.152340445,-0.488,0.125914,75.98668042,0.003716,2.924927407,0.076044213
7/1/2019,5.5,0,0.108140855,2.780060799,0.066691437,0.068965584,2.525086977,0.005801688,0.096517126,3.7,0.090553851,0.000697397,2.133076379,0.167094162,0.208237157,2.007,0.0003,0.380322728,1.8223,0.0307,0.408979451,2.085,-0.0071,0.10814029,6.046045294,-0.006886108,-0.0069,31.15294637,0.0131,2.125608667,-0.078,0.003196,198.914669,0.000662,3.234821015,0.08872499
6/1/2019,5.5,0,0.164303243,2.713369363,-0.215688724,-0.194013853,2.749629851,0.002644104,0.089622666,3.6,0.090553851,0.000405104,2.213434846,0.019914718,0.208465907,2.007,-0.0593,0.315320313,1.768,-0.0772,0.340734728,2.1,-0.1079,0.107157257,6.052931402,0.042243317,0.0431,33.7804102,0.0689,2.110023476,-0.093,0.010051,225.016041,0.003795,3.098368011,0.086184027
5/1/2019,5.5,0,0.198874612,2.929058087,0.354920303,0.426066997,2.860430788,0.00424854,0.081247222,3.6,0.082462113,-0.000719667,2.248967173,0.212875859,0.207421443,2.133,-0.1479,0.246959376,1.9159,-0.1591,0.27189739,2.354,-0.0321,0.144255021,6.010688085,-0.090643359,-0.0867,34.1488728,-0.0658,2.109920653,-0.221,0.076581,20.88639647,0.003456,3.144678097,0.086189745
4/1/2019,5.5,0,0.215757065,2.574137784,-0.04398771,-0.043034282,2.920945823,0.00053135,0.08326664,3.6,0.070710678,-0.004076422,2.292084195,0.529500161,0.20946256,2.504,0.0402,0.224578519,2.2783,0.0188,0.242767617,2.432,0.0133,0.181488904,6.101331444,0.027998242,0.0284,37.66419067,0.0393,2.069666305,0.072,-0.01975,133.4714113,0.002157,4.732847064,0.091253547
3/1/2019,5.5,0,0.23457053,2.618125494,-0.075149422,-0.072395129,2.837678276,-0.001591512,0.087311702,3.8,0.064807407,-0.001006892,2.339341139,0.564135836,0.188817302,2.407,-0.1141,0.167488142,2.2363,-0.111,0.186818582,2.4,-0.0164,0.202604294,6.073333202,0.018080572,0.0182,39.58749265,0.0179,2.064588845,0.007,0.055952,111.2050275,0.003373,3.685739546,0.101401314
2/1/2019,5.5,0,0.256463123,2.693274916,-0.114318916,-0.108026554,2.779994604,0.005333333,0.100774776,3.8,0.064807407,0.001613626,2.355786555,0.422705314,0.172673995,2.717,0.0319,0.158666702,2.5156,0.031,0.172596493,2.44,0.0179,0.220347604,6.05525263,0.044253384,0.0452,39.94326868,0.0297,2.078411283,0.277,-0.012107,76.52567909,0.001884,3.615374393,0.091253661
1/1/2019,5.5,0.028037383,0.253028325,2.807593831,-0.427942434,-0.348151062,2.754175466,0.004284949,0.102761861,4,0.072111026,-0.000671892,2.34576344,0.190659667,0.170305431,2.633,-0.0198,0.140990504,2.4399,-0.0277,0.150941431,2.397,0.0067,0.238545127,6.010999246,0.085866294,0.0897,36.97790103,0.0787,2.091408046,0.236,0.006251,79.59746131,0.003047,3.448493198,0.091260299
12/1/2018,5.35,0.019047619,0.249365862,3.235536266,0.341283161,0.406751522,2.841968016,-0.004266667,0.120374416,3.9,0.072111026,0.011210508,2.319195428,-0.319396282,0.171551819,2.686,-0.1027,0.118590284,2.5095,-0.1109,0.130057099,2.381,0.0076,0.245473149,5.925132953,-0.082499438,-0.0792,24.48134029,-0.0918,1.980661729,0.305,0.05661,16.58539726,0.003538,3.211016869,0.11660282
11/1/2018,5.25,0,0.25590797,2.894253105,-0.161162171,-0.148845973,2.186361737,0.003747323,0.12314851,3.8,0.088317609,0.00111096,2.232526458,-0.334934852,0.157068712,2.993,-0.0495,0.134311785,2.8226,-0.0523,0.151696869,2.363,0.0129,0.263470428,6.00763239,-0.115554915,-0.1091,15.12878444,0.0179,1.992358609,0.63,0.021458,89.53197497,0.002183,4.240242485,0.192685196
10/1/2018,5.25,0.043737575,0.251804598,3.055415276,0.560558295,0.751650165,2.228075874,-0.002136752,0.131250397,3.8,0.089442719,0.001498638,2.276134387,0.176676346,0.123761412,3.149,0.0275,0.18084447,2.9783,0.008,0.207913446,2.333,0.0609,0.265803938,6.123187305,-0.063596051,-0.0616,16.79913448,-0.0694,2.004368638,0.816,-0.032213,103.4426212,0.002158,3.705974411,0.126743164
9/1/2018,5.03,0.006,0.235324835,2.494856981,-0.059264738,-0.057542768,2.071784617,0.004830918,0.145101497,3.7,0.095131488,-0.001292605,2.357958008,0.116202518,0.140219182,3.065,0.0715,0.201974283,2.9546,0.079,0.241056798,2.199,0.0452,0.281034517,6.186783356,0.036845841,0.0375,19.6718282,0.0043,1.949407896,0.866,-0.033121,42.56274855,0.000401,2.77902165,0.144504916
8/1/2018,5,0,0.256809484,2.554121719,0.00233554,0.00233827,2.136143135,0,0.154563903,3.8,0.093808315,0.002409584,2.406410237,0.055554233,0.146825554,2.86,-0.0342,0.231710571,2.7382,-0.0385,0.294394773,2.104,0.0349,0.299683833,6.149937515,0.008260605,0.0083,23.82370821,0.0303,1.89096122,0.756,0.015453,86.63763303,0.00243,1.760006061,0.073509413
7/1/2018,5,0.022494888,0.256647185,2.551786179,-0.226411782,-0.202610317,2.329852241,0.001612903,0.162224125,3.8,0.093808315,0.003009645,2.403461347,0.006746326,0.15539952,2.962,0.0355,0.241554227,2.8479,0.0396,0.320355016,2.033,0.0589,0.313478973,6.141676911,-0.047484551,-0.0464,29.07255,0.036,1.921029919,0.929,-0.015182,44.69189616,0.001438,1.954426088,0.101401738
6/1/2018,4.89,0.029473684,0.230834236,2.778197961,0.041884295,0.042773817,2.552745078,0.002695418,0.161867573,4,0.095131488,0.002468515,2.390674964,0.15938757,0.160943143,2.86,0,0.281009865,2.7395,0.0148,0.371250406,1.92,0.0026,0.322252213,6.189161462,0.012406228,0.0125,31.33726916,0.0048,2.004299128,0.94,0.009223,23.65640068,0.001498,2.492566348,0.004055573
5/1/2018,4.75,0,0.201207466,2.736313666,-0.031890458,-0.03138732,2.623615326,0.007057546,0.152100113,3.8,0.115974135,0.002566512,2.366082747,0.415891693,0.159268175,2.86,-0.032,0.274900002,2.6995,-0.0361,0.374415133,1.915,0.0598,0.293107944,6.176755233,0.011838345,0.0119,30.77076255,0.0216,2.046949916,0.945,0.022025,20.60381417,0.002171,1.868122141,0.103937446
4/1/2018,4.75,0.037117904,0.178686566,2.768204124,-0.226026973,-0.202303415,2.684826219,-0.00378583,0.162771141,4,0.09591663,0.0017446,2.326816667,0.397509156,0.170589922,2.955,0.0782,0.235394798,2.8006,0.0931,0.330694442,1.807,0.0536,0.263980555,6.164916888,0.049167599,0.0504,30.44936585,0.0027,2.101807982,1.148,-0.026111,42.18280527,0.000733,2.342884618,1.445707486
3/1/2018,4.58,0.017777778,0.147888847,2.994231097,0.00602709,0.00604529,2.633245009,0.004891304,0.16297239,4,0.091923882,0.002970023,2.284248384,0.22611259,0.167575642,2.741,-0.0431,0.224365996,2.562,-0.0314,0.316270951,1.715,0.0338,0.230334756,6.11574929,0.021320521,0.0215,30.14518131,-0.0269,2.138724805,1.026,0.032371,37.37062917,0.001566,1.915938499,1.274430898
2/1/2018,4.5,0,0.155120025,2.988204007,0.38255574,0.466026588,2.033423714,0.001633097,0.153003268,4.1,0.089721792,0.002353919,2.200176763,0.453468997,0.16894315,2.864,0.0559,0.15696369,2.6451,0.0487,0.24864419,1.659,0.1324,0.201386444,6.094428769,-0.029232218,-0.0288,28.87434769,-0.0389,2.144985513,1.205,-0.03529,45.07028423,0.000361,1.487451624,1.559920358
1/1/2018,4.5,0.022727273,0.156190767,2.605648267,0.204123227,0.226449275,0.721494629,0.002182215,0.142501462,4,0.090553851,0.006714216,2.165743814,0.544774545,0.159316955,2.713,0.1277,0.093564951,2.5223,0.1432,0.160865021,1.465,0.0532,0.190974577,6.123660987,0.031365843,0.0319,22.58536923,0.0562,2.033854337,1.248,-0.036049,52.0280366,0.000496,1.297095345,1.546591132
12/1/2017,4.4,0.035294118,0.159248234,2.401525041,-0.021506205,-0.021276596,0.520626546,0.007696537,0.124298029,4.1,0.070710678,0.001908708,2.103211612,-0.058783228,0.132224766,2.405,-0.004,0.09273283,2.2064,0.0298,0.127160111,1.391,0.0961,0.211484594,6.092295143,0.041954797,0.0428,16.47811645,0.0098,1.975245662,1.014,0.020232,97.94022151,0.000146,0.544217175,1.415197754
11/1/2017,4.25,0,0.183874958,2.423031246,0.102606235,0.10805501,0.694253556,0,0.119331471,4.2,0.079056942,0.000582262,2.173385904,0.002432469,0.130777198,2.415,0.0158,0.100054707,2.1425,0.0633,0.094581488,1.269,0.0997,0.225297063,6.050340347,0.021719957,0.022,12.60195594,0.0281,1.934409884,1.146,0.012175,50.46725826,-0.000667,0.425577647,1.541600072
10/1/2017,4.25,0,0.205558859,2.320425011,0.068081135,0.070452156,0.726608904,0.004417449,0.106583301,4.2,0.1,0.001703101,2.247857103,-0.06320421,0.152646769,2.378,0.0165,0.106641716,2.0149,0.039,0.084055173,1.154,0.0918,0.235207922,6.028620389,0.03888684,0.0397,9.7876133,0.0222,1.939304997,1.224,-0.001464,44.6677421,0.00023,0.44362935,1.630991923
9/1/2017,4.25,0,0.229104537,2.252343877,-0.107566283,-0.101983003,0.934368503,0.001659292,0.111300394,4.3,0.106066017,0.000466821,2.312413626,0.529490589,0.145079291,2.339,0.103,0.108571738,1.9393,0.1373,0.080041797,1.057,0.0528,0.242472473,5.98973355,0.033885559,0.0345,9.716211413,0.0193,1.972205255,1.282,-0.02441,17.99118796,-0.000121,0.428724076,1.572035935
8/1/2017,4.25,0,0.255745099,2.35991016,0.03165732,0.032163743,0.896819101,-0.000552792,0.101044545,4.4,0.111579568,0.000513767,2.352085579,0.29944523,0.145828967,2.121,-0.0764,0.184980149,1.7052,-0.0718,0.189442023,1.004,-0.0729,0.266287564,5.955847991,-0.005325633,-0.0053,12.59269235,0.0005,2.043105165,1.117,0.038103,40.35393674,0.001338,0.145582737,1.516803464
7/1/2017,4.25,0.02905569,0.256558419,2.32825284,-0.085873628,-0.082289803,1.382381112,0.005,0.083559693,4.3,0.138564065,0.002012402,2.369192379,-0.068992264,0.141887007,2.296,-0.0033,0.289306239,1.8372,-0.0262,0.283007146,1.083,0.0607,0.258420007,5.961173624,0.0412655,0.0421,13.97242656,0.0193,2.032685157,1.213,-0.014681,51.911721,0.00166,0.935019251,1.538990429
6/1/2017,4.13,0.0325,0.231816498,2.414126468,0.071359585,0.073967339,1.290032584,0.005586592,0.093979903,4.3,0.156364958,-0.000537911,2.358902403,0.090711101,0.134246379,2.304,0.0441,0.35305028,1.8867,0.0761,0.326606767,1.021,0.044,0.230215744,5.919908125,-0.014599224,-0.0145,17.48581753,0.0048,2.017344324,1.283,0.011944,51.39605328,0.00032,1.896589131,1.801029551
5/1/2017,4,0,0.205739857,2.342766883,-0.038629391,-0.037892791,1.241093103,-0.002785515,0.106123618,4.4,0.148492424,0.006165286,2.339061641,0.085472183,0.134213431,2.206,-0.0362,0.416914979,1.7533,-0.0362,0.384728025,0.978,0.2179,0.191055577,5.934507348,-0.012915966,-0.0128,21.65905704,0.0116,1.977649538,1.228,0.019849,21.13311483,0.00073,1.34110887,1.808615078
4/1/2017,4,0.030927835,0.184980479,2.381396273,-0.133877913,-0.125303153,1.123923532,0.003914989,0.107620733,4.4,0.135830777,0.000800716,2.258150951,0.296553337,0.151136975,2.289,-0.0419,0.450329324,1.8192,-0.0547,0.419624918,0.803,0.0538,0.163434798,5.947423314,-0.014160467,-0.0141,21.52335107,0.0091,1.963145603,1.486,0.01394,42.55576944,0.000494,0.678127078,2.085446967
3/1/2017,3.88,0.034666667,0.143356587,2.515274186,-0.043502312,-0.042569659,1.096520703,0.001119821,0.10358035,4.4,0.119163753,0.003806057,2.225832631,0.081279787,0.15287945,2.389,-0.0033,0.43059624,1.9245,-0.0068,0.396546559,0.762,0.4085,0.116117948,5.961583781,-0.035415173,-0.0348,21.02647428,-0.0004,1.921277614,1.627,-0.000788,44.45985001,0.000026,0.776249316,1.971783238
2/1/2017,3.75,0,0.107310557,2.558776498,0.074703529,0.077564637,1.062549609,0,0.097348172,4.6,0.083666003,0.003201632,2.136157852,0.314611739,0.16099859,2.397,-0.0279,0.401104655,1.9376,0.0086,0.36290254,0.541,0.0444,0.112790859,5.996998954,0.016013623,0.0161,18.63969492,0.0372,1.824029306,1.856,0.0147,20.32801611,0.000055,0.369273611,2.253196272
1/1/2017,3.75,0.03021978,0.086210337,2.484072969,-0.15783743,-0.146011396,1.113273416,0.001682557,0.09812124,4.7,0.090829511,0.00364173,2.022166867,0.582772789,0.170903442,2.466,0.0081,0.347088669,1.9211,-0.0067,0.317497951,0.518,0.0319,0.101816011,5.980985331,-0.005978854,-0.006,20.99020145,0.0179,1.774569243,1.948,0.003438,21.16415418,0.001536,0.052166401,2.022787935
12/1/2016,3.64,0.04,0.044271887,2.641910399,0.051893264,0.053263316,1.004040696,0.005073281,0.088449609,4.7,0.088317609,0.001454043,1.87436218,0.032732139,0.156101658,2.446,0.0235,0.269082164,1.934,0.0462,0.237767087,0.502,0.0351,0.07843497,5.986964186,0.054132433,0.0556,23.86999964,0.0182,1.895866489,1.944,-0.003585,24.65618751,0.000545,1.135610115,2.032121651
11/1/2016,3.5,0,0,2.590017134,-0.246719349,-0.218640048,1.667271339,-0.003370787,0.095968745,4.7,0.077459667,0.001623532,1.779985912,-0.155546087,0.154088526,2.39,0.3092,0.167064326,1.8486,0.4164,0.125669571,0.485,0.5696,0.044299987,5.932831753,0.04222952,0.0431,27.06399906,0.0342,1.943835771,1.905,-0.092558,5.186886574,-0.00102,1.356554582,2.081268875
10/1/2016,3.5,0,0,2.836736483,0.249724611,0.283671859,1.955952918,0.003382187,0.090455637,4.9,0.06670832,0.000764599,1.695460492,0.124674851,0.131979427,1.826,0.1424,0.243938995,1.3051,0.1357,0.214260069,0.309,0.088,0.053402559,5.890602233,-0.007845029,-0.0078,28.17834757,-0.0194,1.940769698,1.517,-0.052765,153.5245938,0.000553,0.641991433,2.349571067
9/1/2016,3.5,0,0.04110961,2.587011873,-0.009734259,-0.009687034,2.013646993,0.006239365,0.075931255,5,0.069282032,0.001459644,1.676442753,0.240399586,0.177655097,1.598,0.0124,0.276202844,1.1492,-0.0378,0.2427067,0.284,-0.1394,0.059456427,5.898447262,0.045647834,0.0467,26.79963542,-0.0012,1.908577031,1.314,-0.01621,211.3448673,0.000587,0.64227123,2.338674628
8/1/2016,3.5,0,0.084957506,2.596746132,0.122731923,0.130581297,1.932097883,0,0.073514927,4.9,0.077781746,0.000167528,1.821663406,0.091843011,0.193954971,1.578,0.0887,0.281610941,1.1944,0.1686,0.248152888,0.33,0.2741,0.075990423,5.852799428,0.025634218,0.026,27.92648602,-0.0012,1.860951038,1.248,-0.007586,107.7626415,-0.000113,0.716597749,2.410372173
7/1/2016,3.5,0,0.106567662,2.474014209,-0.275177936,-0.24056302,1.852643992,0.002274019,0.078343971,4.8,0.078740079,0.002687656,1.873597886,-0.16181364,0.197311086,1.45,-0.017,0.243684678,1.0221,0.0208,0.222071885,0.259,-0.0263,0.102831037,5.82716521,-0.097176947,-0.0926,28.70853765,0.0356,1.855236828,1.191,0.023539,36.88706812,-0.000439,0.391015345,2.415403498
